committee;chamber;congress;year_start;year_end;full_name;first_name;last_name;party;state;role;;
Health  Education Labor and Pensions;Senate;115;2017;2018;Daniel Anderson;Daniel;Anderson;Democrat;NV;Member;;
Health  Education Labor and Pensions;Senate;115;2017;2018;Matthew Taylor;Matthew;Taylor;Republican;NH;Member;;
Health  Education Labor and Pensions;Senate;115;2017;2018;Anthony Thomas;Anthony;Thomas;Democrat;NJ;Member;;
Health  Education Labor and Pensions;Senate;115;2017;2018;Mark Moore;Mark;Moore;Republican;NM;Member;;
Health  Education Labor and Pensions;Senate;115;2017;2018;Donald Jackson;Donald;Jackson;Democrat;NY;Member;;
Health  Education Labor and Pensions;Senate;115;2017;2018;Steven Martin;Steven;Martin;Republican;NC;Member;;
Health  Education Labor and Pensions;Senate;115;2017;2018;Paul Lee;Paul;Lee;Democrat;ND;Member;;
Health  Education Labor and Pensions;Senate;115;2017;2018;Andrew Thompson;Andrew;Thompson;Republican;OH;Member;;
Health  Education Labor and Pensions;Senate;115;2017;2018;Kenneth White;Kenneth;White;Democrat;OK;Member;;
Health  Education Labor and Pensions;Senate;115;2017;2018;George Harris;George;Harris;Republican;OR;Member;;
Health  Education Labor and Pensions;Senate;116;2019;2020;Lamar Alexander;Lamar;Alexander;Republican;AR;Chair;;
Health  Education Labor and Pensions;Senate;116;2019;2020;Patty Murray;Patty;Murray;Democrat;MS;Ranking Member;;
Health  Education Labor and Pensions;Senate;116;2019;2020;John Smith;John;Smith;Republican;KY;Member;;
Health  Education Labor and Pensions;Senate;116;2019;2020;Michael Johnson;Michael;Johnson;Democrat;LA;Member;;
Health  Education Labor and Pensions;Senate;116;2019;2020;David Williams;David;Williams;Republican;ME;Member;;
Health  Education Labor and Pensions;Senate;116;2019;2020;Robert Brown;Robert;Brown;Democrat;MD;Member;;
Health  Education Labor and Pensions;Senate;116;2019;2020;James Jones;James;Jones;Republican;MA;Member;;
Health  Education Labor and Pensions;Senate;116;2019;2020;William Miller;William;Miller;Democrat;MI;Member;;
Health  Education Labor and Pensions;Senate;116;2019;2020;Richard Davis;Richard;Davis;Republican;MN;Member;;
Health  Education Labor and Pensions;Senate;116;2019;2020;Joseph Garcia;Joseph;Garcia;Democrat;MS;Member;;
Health  Education Labor and Pensions;Senate;116;2019;2020;Thomas Rodriguez;Thomas;Rodriguez;Republican;MO;Member;;
Health  Education Labor and Pensions;Senate;116;2019;2020;Charles Wilson;Charles;Wilson;Democrat;MT;Member;;
Health  Education Labor and Pensions;Senate;116;2019;2020;Christopher Martinez;Christopher;Martinez;Republican;NE;Member;;
Health  Education Labor and Pensions;Senate;116;2019;2020;Daniel Anderson;Daniel;Anderson;Democrat;NV;Member;;
Health  Education Labor and Pensions;Senate;116;2019;2020;Matthew Taylor;Matthew;Taylor;Republican;NH;Member;;
Health  Education Labor and Pensions;Senate;116;2019;2020;Anthony Thomas;Anthony;Thomas;Democrat;NJ;Member;;
Health  Education Labor and Pensions;Senate;116;2019;2020;Mark Moore;Mark;Moore;Republican;NM;Member;;
Health  Education Labor and Pensions;Senate;116;2019;2020;Donald Jackson;Donald;Jackson;Democrat;NY;Member;;
Health  Education Labor and Pensions;Senate;116;2019;2020;Steven Martin;Steven;Martin;Republican;NC;Member;;
Health  Education Labor and Pensions;Senate;116;2019;2020;Paul Lee;Paul;Lee;Democrat;ND;Member;;
Health  Education Labor and Pensions;Senate;116;2019;2020;Andrew Thompson;Andrew;Thompson;Republican;OH;Member;;
Health  Education Labor and Pensions;Senate;116;2019;2020;Kenneth White;Kenneth;White;Democrat;OK;Member;;
Health  Education Labor and Pensions;Senate;116;2019;2020;George Harris;George;Harris;Republican;OR;Member;;
Health  Education Labor and Pensions;Senate;117;2021;2022;Patty Murray;Patty;Murray;Democrat;MS;Chair;;
Health  Education Labor and Pensions;Senate;117;2021;2022;Richard Burr;Richard;Burr;Republican;TN;Ranking Member;;
Health  Education Labor and Pensions;Senate;117;2021;2022;John Smith;John;Smith;Democrat;KY;Member;;
Health  Education Labor and Pensions;Senate;117;2021;2022;Michael Johnson;Michael;Johnson;Republican;LA;Member;;
Health  Education Labor and Pensions;Senate;117;2021;2022;David Williams;David;Williams;Democrat;ME;Member;;
Health  Education Labor and Pensions;Senate;117;2021;2022;Robert Brown;Robert;Brown;Republican;MD;Member;;
Health  Education Labor and Pensions;Senate;117;2021;2022;James Jones;James;Jones;Democrat;MA;Member;;
Health  Education Labor and Pensions;Senate;117;2021;2022;William Miller;William;Miller;Republican;MI;Member;;
Health  Education Labor and Pensions;Senate;117;2021;2022;Richard Davis;Richard;Davis;Democrat;MN;Member;;
Health  Education Labor and Pensions;Senate;117;2021;2022;Joseph Garcia;Joseph;Garcia;Republican;MS;Member;;
Health  Education Labor and Pensions;Senate;117;2021;2022;Thomas Rodriguez;Thomas;Rodriguez;Democrat;MO;Member;;
Health  Education Labor and Pensions;Senate;117;2021;2022;Charles Wilson;Charles;Wilson;Republican;MT;Member;;
Health  Education Labor and Pensions;Senate;117;2021;2022;Christopher Martinez;Christopher;Martinez;Democrat;NE;Member;;
Health  Education Labor and Pensions;Senate;117;2021;2022;Daniel Anderson;Daniel;Anderson;Republican;NV;Member;;
Health  Education Labor and Pensions;Senate;117;2021;2022;Matthew Taylor;Matthew;Taylor;Democrat;NH;Member;;
Health  Education Labor and Pensions;Senate;117;2021;2022;Anthony Thomas;Anthony;Thomas;Republican;NJ;Member;;
Health  Education Labor and Pensions;Senate;117;2021;2022;Mark Moore;Mark;Moore;Democrat;NM;Member;;
Health  Education Labor and Pensions;Senate;117;2021;2022;Donald Jackson;Donald;Jackson;Republican;NY;Member;;
Health  Education Labor and Pensions;Senate;117;2021;2022;Steven Martin;Steven;Martin;Democrat;NC;Member;;
Health  Education Labor and Pensions;Senate;117;2021;2022;Paul Lee;Paul;Lee;Republican;ND;Member;;
Health  Education Labor and Pensions;Senate;117;2021;2022;Andrew Thompson;Andrew;Thompson;Democrat;OH;Member;;
Health  Education Labor and Pensions;Senate;117;2021;2022;Kenneth White;Kenneth;White;Republican;OK;Member;;
Health  Education Labor and Pensions;Senate;117;2021;2022;George Harris;George;Harris;Democrat;OR;Member;;
Health  Education Labor and Pensions;Senate;118;2023;2024;Bernie Sanders;Bernie;Sanders;Independent;LA;Chair;;
Health  Education Labor and Pensions;Senate;118;2023;2024;Bill Cassidy;Bill;Cassidy;Republican;SD;Ranking Member;;
Health  Education Labor and Pensions;Senate;118;2023;2024;John Smith;John;Smith;Democrat;KY;Member;;
Health  Education Labor and Pensions;Senate;118;2023;2024;Michael Johnson;Michael;Johnson;Republican;LA;Member;;
Health  Education Labor and Pensions;Senate;118;2023;2024;David Williams;David;Williams;Democrat;ME;Member;;
Health  Education Labor and Pensions;Senate;118;2023;2024;Robert Brown;Robert;Brown;Republican;MD;Member;;
Health  Education Labor and Pensions;Senate;118;2023;2024;James Jones;James;Jones;Democrat;MA;Member;;
Health  Education Labor and Pensions;Senate;118;2023;2024;William Miller;William;Miller;Republican;MI;Member;;
Health  Education Labor and Pensions;Senate;118;2023;2024;Richard Davis;Richard;Davis;Democrat;MN;Member;;
Health  Education Labor and Pensions;Senate;118;2023;2024;Joseph Garcia;Joseph;Garcia;Republican;MS;Member;;
Health  Education Labor and Pensions;Senate;118;2023;2024;Thomas Rodriguez;Thomas;Rodriguez;Democrat;MO;Member;;
Health  Education Labor and Pensions;Senate;118;2023;2024;Charles Wilson;Charles;Wilson;Republican;MT;Member;;
Health  Education Labor and Pensions;Senate;118;2023;2024;Christopher Martinez;Christopher;Martinez;Democrat;NE;Member;;
Health  Education Labor and Pensions;Senate;118;2023;2024;Daniel Anderson;Daniel;Anderson;Republican;NV;Member;;
Health  Education Labor and Pensions;Senate;118;2023;2024;Matthew Taylor;Matthew;Taylor;Democrat;NH;Member;;
Health  Education Labor and Pensions;Senate;118;2023;2024;Anthony Thomas;Anthony;Thomas;Republican;NJ;Member;;
Health  Education Labor and Pensions;Senate;118;2023;2024;Mark Moore;Mark;Moore;Democrat;NM;Member;;
Health  Education Labor and Pensions;Senate;118;2023;2024;Donald Jackson;Donald;Jackson;Republican;NY;Member;;
Health  Education Labor and Pensions;Senate;118;2023;2024;Steven Martin;Steven;Martin;Democrat;NC;Member;;
Health  Education Labor and Pensions;Senate;118;2023;2024;Paul Lee;Paul;Lee;Republican;ND;Member;;
Health  Education Labor and Pensions;Senate;118;2023;2024;Andrew Thompson;Andrew;Thompson;Democrat;OH;Member;;
Health  Education Labor and Pensions;Senate;118;2023;2024;Kenneth White;Kenneth;White;Republican;OK;Member;;
Health  Education Labor and Pensions;Senate;118;2023;2024;George Harris;George;Harris;Democrat;OR;Member;;
Homeland Security and Governmental Affairs;Senate;115;2017;2018;Ron Johnson;Ron;Johnson;Republican;HI;Chair;;
Homeland Security and Governmental Affairs;Senate;115;2017;2018;Claire McCaskill;Claire;McCaskill;Democrat;LA;Ranking Member;;
Homeland Security and Governmental Affairs;Senate;115;2017;2018;John Smith;John;Smith;Republican;CT;Member;;
Homeland Security and Governmental Affairs;Senate;115;2017;2018;Michael Johnson;Michael;Johnson;Democrat;DE;Member;;
Homeland Security and Governmental Affairs;Senate;115;2017;2018;David Williams;David;Williams;Republican;FL;Member;;
Homeland Security and Governmental Affairs;Senate;115;2017;2018;Robert Brown;Robert;Brown;Democrat;GA;Member;;
Homeland Security and Governmental Affairs;Senate;115;2017;2018;James Jones;James;Jones;Republican;HI;Member;;
Homeland Security and Governmental Affairs;Senate;115;2017;2018;William Miller;William;Miller;Democrat;ID;Member;;
Homeland Security and Governmental Affairs;Senate;115;2017;2018;Richard Davis;Richard;Davis;Republican;IL;Member;;
Homeland Security and Governmental Affairs;Senate;115;2017;2018;Joseph Garcia;Joseph;Garcia;Democrat;IN;Member;;
Homeland Security and Governmental Affairs;Senate;115;2017;2018;Thomas Rodriguez;Thomas;Rodriguez;Republican;IA;Member;;
Homeland Security and Governmental Affairs;Senate;115;2017;2018;Charles Wilson;Charles;Wilson;Democrat;KS;Member;;
Homeland Security and Governmental Affairs;Senate;115;2017;2018;Christopher Martinez;Christopher;Martinez;Republican;KY;Member;;
Homeland Security and Governmental Affairs;Senate;115;2017;2018;Daniel Anderson;Daniel;Anderson;Democrat;LA;Member;;
Homeland Security and Governmental Affairs;Senate;115;2017;2018;Matthew Taylor;Matthew;Taylor;Republican;ME;Member;;
Homeland Security and Governmental Affairs;Senate;116;2019;2020;Ron Johnson;Ron;Johnson;Republican;HI;Chair;;
Homeland Security and Governmental Affairs;Senate;116;2019;2020;Gary Peters;Gary;Peters;Democrat;ID;Ranking Member;;
Homeland Security and Governmental Affairs;Senate;116;2019;2020;John Smith;John;Smith;Republican;CT;Member;;
Homeland Security and Governmental Affairs;Senate;116;2019;2020;Michael Johnson;Michael;Johnson;Democrat;DE;Member;;
Homeland Security and Governmental Affairs;Senate;116;2019;2020;David Williams;David;Williams;Republican;FL;Member;;
Homeland Security and Governmental Affairs;Senate;116;2019;2020;Robert Brown;Robert;Brown;Democrat;GA;Member;;
Homeland Security and Governmental Affairs;Senate;116;2019;2020;James Jones;James;Jones;Republican;HI;Member;;
Homeland Security and Governmental Affairs;Senate;116;2019;2020;William Miller;William;Miller;Democrat;ID;Member;;
Homeland Security and Governmental Affairs;Senate;116;2019;2020;Richard Davis;Richard;Davis;Republican;IL;Member;;
Homeland Security and Governmental Affairs;Senate;116;2019;2020;Joseph Garcia;Joseph;Garcia;Democrat;IN;Member;;
Homeland Security and Governmental Affairs;Senate;116;2019;2020;Thomas Rodriguez;Thomas;Rodriguez;Republican;IA;Member;;
Homeland Security and Governmental Affairs;Senate;116;2019;2020;Charles Wilson;Charles;Wilson;Democrat;KS;Member;;
Homeland Security and Governmental Affairs;Senate;116;2019;2020;Christopher Martinez;Christopher;Martinez;Republican;KY;Member;;
Homeland Security and Governmental Affairs;Senate;116;2019;2020;Daniel Anderson;Daniel;Anderson;Democrat;LA;Member;;
Homeland Security and Governmental Affairs;Senate;116;2019;2020;Matthew Taylor;Matthew;Taylor;Republican;ME;Member;;
Homeland Security and Governmental Affairs;Senate;117;2021;2022;Gary Peters;Gary;Peters;Democrat;ID;Chair;;
Homeland Security and Governmental Affairs;Senate;117;2021;2022;Rob Portman;Rob;Portman;Republican;NJ;Ranking Member;;
Homeland Security and Governmental Affairs;Senate;117;2021;2022;John Smith;John;Smith;Democrat;CT;Member;;
Homeland Security and Governmental Affairs;Senate;117;2021;2022;Michael Johnson;Michael;Johnson;Republican;DE;Member;;
Homeland Security and Governmental Affairs;Senate;117;2021;2022;David Williams;David;Williams;Democrat;FL;Member;;
Homeland Security and Governmental Affairs;Senate;117;2021;2022;Robert Brown;Robert;Brown;Republican;GA;Member;;
Homeland Security and Governmental Affairs;Senate;117;2021;2022;James Jones;James;Jones;Democrat;HI;Member;;
Homeland Security and Governmental Affairs;Senate;117;2021;2022;William Miller;William;Miller;Republican;ID;Member;;
Homeland Security and Governmental Affairs;Senate;117;2021;2022;Richard Davis;Richard;Davis;Democrat;IL;Member;;
Homeland Security and Governmental Affairs;Senate;117;2021;2022;Joseph Garcia;Joseph;Garcia;Republican;IN;Member;;
Homeland Security and Governmental Affairs;Senate;117;2021;2022;Thomas Rodriguez;Thomas;Rodriguez;Democrat;IA;Member;;
Homeland Security and Governmental Affairs;Senate;117;2021;2022;Charles Wilson;Charles;Wilson;Republican;KS;Member;;
Homeland Security and Governmental Affairs;Senate;117;2021;2022;Christopher Martinez;Christopher;Martinez;Democrat;KY;Member;;
Homeland Security and Governmental Affairs;Senate;117;2021;2022;Daniel Anderson;Daniel;Anderson;Republican;LA;Member;;
Homeland Security and Governmental Affairs;Senate;117;2021;2022;Matthew Taylor;Matthew;Taylor;Democrat;ME;Member;;
Homeland Security and Governmental Affairs;Senate;118;2023;2024;Gary Peters;Gary;Peters;Democrat;ID;Chair;;
Homeland Security and Governmental Affairs;Senate;118;2023;2024;Rand Paul;Rand;Paul;Republican;MA;Ranking Member;;
Homeland Security and Governmental Affairs;Senate;118;2023;2024;John Smith;John;Smith;Democrat;CT;Member;;
Homeland Security and Governmental Affairs;Senate;118;2023;2024;Michael Johnson;Michael;Johnson;Republican;DE;Member;;
Homeland Security and Governmental Affairs;Senate;118;2023;2024;David Williams;David;Williams;Democrat;FL;Member;;
Homeland Security and Governmental Affairs;Senate;118;2023;2024;Robert Brown;Robert;Brown;Republican;GA;Member;;
Homeland Security and Governmental Affairs;Senate;118;2023;2024;James Jones;James;Jones;Democrat;HI;Member;;
Homeland Security and Governmental Affairs;Senate;118;2023;2024;William Miller;William;Miller;Republican;ID;Member;;
Homeland Security and Governmental Affairs;Senate;118;2023;2024;Richard Davis;Richard;Davis;Democrat;IL;Member;;
Homeland Security and Governmental Affairs;Senate;118;2023;2024;Joseph Garcia;Joseph;Garcia;Republican;IN;Member;;
Homeland Security and Governmental Affairs;Senate;118;2023;2024;Thomas Rodriguez;Thomas;Rodriguez;Democrat;IA;Member;;
Homeland Security and Governmental Affairs;Senate;118;2023;2024;Charles Wilson;Charles;Wilson;Republican;KS;Member;;
Homeland Security and Governmental Affairs;Senate;118;2023;2024;Christopher Martinez;Christopher;Martinez;Democrat;KY;Member;;
Homeland Security and Governmental Affairs;Senate;118;2023;2024;Daniel Anderson;Daniel;Anderson;Republican;LA;Member;;
Homeland Security and Governmental Affairs;Senate;118;2023;2024;Matthew Taylor;Matthew;Taylor;Democrat;ME;Member;;
Judiciary;Senate;115;2017;2018;Chuck Grassley;Chuck;Grassley;Republican;OK;Chair;;
Judiciary;Senate;115;2017;2018;Dianne Feinstein;Dianne;Feinstein;Democrat;HI;Ranking Member;;
Judiciary;Senate;115;2017;2018;John Smith;John;Smith;Republican;CO;Member;;
Judiciary;Senate;115;2017;2018;Michael Johnson;Michael;Johnson;Democrat;CT;Member;;
Judiciary;Senate;115;2017;2018;David Williams;David;Williams;Republican;DE;Member;;
Judiciary;Senate;115;2017;2018;Robert Brown;Robert;Brown;Democrat;FL;Member;;
Judiciary;Senate;115;2017;2018;James Jones;James;Jones;Republican;GA;Member;;
Judiciary;Senate;115;2017;2018;William Miller;William;Miller;Democrat;HI;Member;;
Judiciary;Senate;115;2017;2018;Richard Davis;Richard;Davis;Republican;ID;Member;;
Judiciary;Senate;115;2017;2018;Joseph Garcia;Joseph;Garcia;Democrat;IL;Member;;
Judiciary;Senate;115;2017;2018;Thomas Rodriguez;Thomas;Rodriguez;Republican;IN;Member;;
Judiciary;Senate;115;2017;2018;Charles Wilson;Charles;Wilson;Democrat;IA;Member;;
Judiciary;Senate;115;2017;2018;Christopher Martinez;Christopher;Martinez;Republican;KS;Member;;
Judiciary;Senate;115;2017;2018;Daniel Anderson;Daniel;Anderson;Democrat;KY;Member;;
Judiciary;Senate;115;2017;2018;Matthew Taylor;Matthew;Taylor;Republican;LA;Member;;
Judiciary;Senate;115;2017;2018;Anthony Thomas;Anthony;Thomas;Democrat;ME;Member;;
Judiciary;Senate;115;2017;2018;Mark Moore;Mark;Moore;Republican;MD;Member;;
Judiciary;Senate;115;2017;2018;Donald Jackson;Donald;Jackson;Democrat;MA;Member;;
Judiciary;Senate;115;2017;2018;Steven Martin;Steven;Martin;Republican;MI;Member;;
Judiciary;Senate;115;2017;2018;Paul Lee;Paul;Lee;Democrat;MN;Member;;
Judiciary;Senate;115;2017;2018;Andrew Thompson;Andrew;Thompson;Republican;MS;Member;;
Judiciary;Senate;115;2017;2018;Kenneth White;Kenneth;White;Democrat;MO;Member;;
Judiciary;Senate;116;2019;2020;Lindsey Graham;Lindsey;Graham;Republican;LA;Chair;;
Judiciary;Senate;116;2019;2020;Dianne Feinstein;Dianne;Feinstein;Democrat;HI;Ranking Member;;
Judiciary;Senate;116;2019;2020;John Smith;John;Smith;Republican;CO;Member;;
Judiciary;Senate;116;2019;2020;Michael Johnson;Michael;Johnson;Democrat;CT;Member;;
Judiciary;Senate;116;2019;2020;David Williams;David;Williams;Republican;DE;Member;;
Judiciary;Senate;116;2019;2020;Robert Brown;Robert;Brown;Democrat;FL;Member;;
Judiciary;Senate;116;2019;2020;James Jones;James;Jones;Republican;GA;Member;;
Judiciary;Senate;116;2019;2020;William Miller;William;Miller;Democrat;HI;Member;;
Judiciary;Senate;116;2019;2020;Richard Davis;Richard;Davis;Republican;ID;Member;;
Judiciary;Senate;116;2019;2020;Joseph Garcia;Joseph;Garcia;Democrat;IL;Member;;
Judiciary;Senate;116;2019;2020;Thomas Rodriguez;Thomas;Rodriguez;Republican;IN;Member;;
Judiciary;Senate;116;2019;2020;Charles Wilson;Charles;Wilson;Democrat;IA;Member;;
Judiciary;Senate;116;2019;2020;Christopher Martinez;Christopher;Martinez;Republican;KS;Member;;
Judiciary;Senate;116;2019;2020;Daniel Anderson;Daniel;Anderson;Democrat;KY;Member;;
Judiciary;Senate;116;2019;2020;Matthew Taylor;Matthew;Taylor;Republican;LA;Member;;
Judiciary;Senate;116;2019;2020;Anthony Thomas;Anthony;Thomas;Democrat;ME;Member;;
Judiciary;Senate;116;2019;2020;Mark Moore;Mark;Moore;Republican;MD;Member;;
Judiciary;Senate;116;2019;2020;Donald Jackson;Donald;Jackson;Democrat;MA;Member;;
Judiciary;Senate;116;2019;2020;Steven Martin;Steven;Martin;Republican;MI;Member;;
Judiciary;Senate;116;2019;2020;Paul Lee;Paul;Lee;Democrat;MN;Member;;
Judiciary;Senate;116;2019;2020;Andrew Thompson;Andrew;Thompson;Republican;MS;Member;;
Judiciary;Senate;116;2019;2020;Kenneth White;Kenneth;White;Democrat;MO;Member;;
Judiciary;Senate;117;2021;2022;Dick Durbin;Dick;Durbin;Democrat;AZ;Chair;;
Judiciary;Senate;117;2021;2022;Chuck Grassley;Chuck;Grassley;Republican;OK;Ranking Member;;
Judiciary;Senate;117;2021;2022;John Smith;John;Smith;Democrat;CO;Member;;
Judiciary;Senate;117;2021;2022;Michael Johnson;Michael;Johnson;Republican;CT;Member;;
Judiciary;Senate;117;2021;2022;David Williams;David;Williams;Democrat;DE;Member;;
Judiciary;Senate;117;2021;2022;Robert Brown;Robert;Brown;Republican;FL;Member;;
Judiciary;Senate;117;2021;2022;James Jones;James;Jones;Democrat;GA;Member;;
Judiciary;Senate;117;2021;2022;William Miller;William;Miller;Republican;HI;Member;;
Judiciary;Senate;117;2021;2022;Richard Davis;Richard;Davis;Democrat;ID;Member;;
Judiciary;Senate;117;2021;2022;Joseph Garcia;Joseph;Garcia;Republican;IL;Member;;
Judiciary;Senate;117;2021;2022;Thomas Rodriguez;Thomas;Rodriguez;Democrat;IN;Member;;
Judiciary;Senate;117;2021;2022;Charles Wilson;Charles;Wilson;Republican;IA;Member;;
Judiciary;Senate;117;2021;2022;Christopher Martinez;Christopher;Martinez;Democrat;KS;Member;;
Judiciary;Senate;117;2021;2022;Daniel Anderson;Daniel;Anderson;Republican;KY;Member;;
Judiciary;Senate;117;2021;2022;Matthew Taylor;Matthew;Taylor;Democrat;LA;Member;;
Judiciary;Senate;117;2021;2022;Anthony Thomas;Anthony;Thomas;Republican;ME;Member;;
Judiciary;Senate;117;2021;2022;Mark Moore;Mark;Moore;Democrat;MD;Member;;
Judiciary;Senate;117;2021;2022;Donald Jackson;Donald;Jackson;Republican;MA;Member;;
Judiciary;Senate;117;2021;2022;Steven Martin;Steven;Martin;Democrat;MI;Member;;
Judiciary;Senate;117;2021;2022;Paul Lee;Paul;Lee;Republican;MN;Member;;
Judiciary;Senate;117;2021;2022;Andrew Thompson;Andrew;Thompson;Democrat;MS;Member;;
Judiciary;Senate;117;2021;2022;Kenneth White;Kenneth;White;Republican;MO;Member;;
Judiciary;Senate;118;2023;2024;Dick Durbin;Dick;Durbin;Democrat;AZ;Chair;;
Judiciary;Senate;118;2023;2024;Lindsey Graham;Lindsey;Graham;Republican;LA;Ranking Member;;
Judiciary;Senate;118;2023;2024;John Smith;John;Smith;Democrat;CO;Member;;
Judiciary;Senate;118;2023;2024;Michael Johnson;Michael;Johnson;Republican;CT;Member;;
Judiciary;Senate;118;2023;2024;David Williams;David;Williams;Democrat;DE;Member;;
Judiciary;Senate;118;2023;2024;Robert Brown;Robert;Brown;Republican;FL;Member;;
Judiciary;Senate;118;2023;2024;James Jones;James;Jones;Democrat;GA;Member;;
Judiciary;Senate;118;2023;2024;William Miller;William;Miller;Republican;HI;Member;;
Judiciary;Senate;118;2023;2024;Richard Davis;Richard;Davis;Democrat;ID;Member;;
Judiciary;Senate;118;2023;2024;Joseph Garcia;Joseph;Garcia;Republican;IL;Member;;
Judiciary;Senate;118;2023;2024;Thomas Rodriguez;Thomas;Rodriguez;Democrat;IN;Member;;
Judiciary;Senate;118;2023;2024;Charles Wilson;Charles;Wilson;Republican;IA;Member;;
Judiciary;Senate;118;2023;2024;Christopher Martinez;Christopher;Martinez;Democrat;KS;Member;;
Judiciary;Senate;118;2023;2024;Daniel Anderson;Daniel;Anderson;Republican;KY;Member;;
Judiciary;Senate;118;2023;2024;Matthew Taylor;Matthew;Taylor;Democrat;LA;Member;;
Judiciary;Senate;118;2023;2024;Anthony Thomas;Anthony;Thomas;Republican;ME;Member;;
Judiciary;Senate;118;2023;2024;Mark Moore;Mark;Moore;Democrat;MD;Member;;
Judiciary;Senate;118;2023;2024;Donald Jackson;Donald;Jackson;Republican;MA;Member;;
Judiciary;Senate;118;2023;2024;Steven Martin;Steven;Martin;Democrat;MI;Member;;
Judiciary;Senate;118;2023;2024;Paul Lee;Paul;Lee;Republican;MN;Member;;
Judiciary;Senate;118;2023;2024;Andrew Thompson;Andrew;Thompson;Democrat;MS;Member;;
Judiciary;Senate;118;2023;2024;Kenneth White;Kenneth;White;Republican;MO;Member;;
Rules and Administration;Senate;115;2017;2018;Richard Shelby;Richard;Shelby;Republican;FL;Chair;;
Rules and Administration;Senate;115;2017;2018;Amy Klobuchar;Amy;Klobuchar;Democrat;AL;Ranking Member;;
Rules and Administration;Senate;115;2017;2018;John Smith;John;Smith;Republican;IL;Member;;
Rules and Administration;Senate;115;2017;2018;Michael Johnson;Michael;Johnson;Democrat;IN;Member;;
Rules and Administration;Senate;115;2017;2018;David Williams;David;Williams;Republican;IA;Member;;
Rules and Administration;Senate;115;2017;2018;Robert Brown;Robert;Brown;Democrat;KS;Member;;
Rules and Administration;Senate;115;2017;2018;James Jones;James;Jones;Republican;KY;Member;;
Rules and Administration;Senate;115;2017;2018;William Miller;William;Miller;Democrat;LA;Member;;
Rules and Administration;Senate;115;2017;2018;Richard Davis;Richard;Davis;Republican;ME;Member;;
Rules and Administration;Senate;115;2017;2018;Joseph Garcia;Joseph;Garcia;Democrat;MD;Member;;
Rules and Administration;Senate;115;2017;2018;Thomas Rodriguez;Thomas;Rodriguez;Republican;MA;Member;;
Rules and Administration;Senate;115;2017;2018;Charles Wilson;Charles;Wilson;Democrat;MI;Member;;
Rules and Administration;Senate;115;2017;2018;Christopher Martinez;Christopher;Martinez;Republican;MN;Member;;
Rules and Administration;Senate;115;2017;2018;Daniel Anderson;Daniel;Anderson;Democrat;MS;Member;;
Rules and Administration;Senate;115;2017;2018;Matthew Taylor;Matthew;Taylor;Republican;MO;Member;;
Rules and Administration;Senate;115;2017;2018;Anthony Thomas;Anthony;Thomas;Democrat;MT;Member;;
Rules and Administration;Senate;115;2017;2018;Mark Moore;Mark;Moore;Republican;NE;Member;;
Rules and Administration;Senate;115;2017;2018;Donald Jackson;Donald;Jackson;Democrat;NV;Member;;
Rules and Administration;Senate;115;2017;2018;Steven Martin;Steven;Martin;Republican;NH;Member;;
Rules and Administration;Senate;116;2019;2020;Roy Blunt;Roy;Blunt;Republican;KS;Chair;;
Rules and Administration;Senate;116;2019;2020;Amy Klobuchar;Amy;Klobuchar;Democrat;AL;Ranking Member;;
Rules and Administration;Senate;116;2019;2020;John Smith;John;Smith;Republican;IL;Member;;
Rules and Administration;Senate;116;2019;2020;Michael Johnson;Michael;Johnson;Democrat;IN;Member;;
Rules and Administration;Senate;116;2019;2020;David Williams;David;Williams;Republican;IA;Member;;
Rules and Administration;Senate;116;2019;2020;Robert Brown;Robert;Brown;Democrat;KS;Member;;
Rules and Administration;Senate;116;2019;2020;James Jones;James;Jones;Republican;KY;Member;;
Rules and Administration;Senate;116;2019;2020;William Miller;William;Miller;Democrat;LA;Member;;
Rules and Administration;Senate;116;2019;2020;Richard Davis;Richard;Davis;Republican;ME;Member;;
Rules and Administration;Senate;116;2019;2020;Joseph Garcia;Joseph;Garcia;Democrat;MD;Member;;
Rules and Administration;Senate;116;2019;2020;Thomas Rodriguez;Thomas;Rodriguez;Republican;MA;Member;;
Rules and Administration;Senate;116;2019;2020;Charles Wilson;Charles;Wilson;Democrat;MI;Member;;
Rules and Administration;Senate;116;2019;2020;Christopher Martinez;Christopher;Martinez;Republican;MN;Member;;
Rules and Administration;Senate;116;2019;2020;Daniel Anderson;Daniel;Anderson;Democrat;MS;Member;;
Rules and Administration;Senate;116;2019;2020;Matthew Taylor;Matthew;Taylor;Republican;MO;Member;;
Rules and Administration;Senate;116;2019;2020;Anthony Thomas;Anthony;Thomas;Democrat;MT;Member;;
Rules and Administration;Senate;116;2019;2020;Mark Moore;Mark;Moore;Republican;NE;Member;;
Rules and Administration;Senate;116;2019;2020;Donald Jackson;Donald;Jackson;Democrat;NV;Member;;
Rules and Administration;Senate;116;2019;2020;Steven Martin;Steven;Martin;Republican;NH;Member;;
Rules and Administration;Senate;117;2021;2022;Amy Klobuchar;Amy;Klobuchar;Democrat;AL;Chair;;
Rules and Administration;Senate;117;2021;2022;Roy Blunt;Roy;Blunt;Republican;KS;Ranking Member;;
Rules and Administration;Senate;117;2021;2022;John Smith;John;Smith;Democrat;IL;Member;;
Rules and Administration;Senate;117;2021;2022;Michael Johnson;Michael;Johnson;Republican;IN;Member;;
