bioguide_id,govtrack_id,opensecrets_id,fec_ids,wikipedia_id,full_name,first_name,last_name,middle_name,nickname,official_full,birthday,age_2024,age_2020,gender,religion,party,party_clean,state,chamber,type,district,senate_class,state_rank,first_relevant_term_start,latest_term_start,latest_term_end,num_relevant_terms,seniority_years,is_current,retirement_year,retired_during_period,is_senate,is_house,source,phone,fax,address,office,website,contact_form,rss_url,twitter,facebook,youtube,instagram,committees_list,num_committees
S001176,412261,N00009660,['H0LA01087'],Steve Scalise,Steve Scalise,Steve,Scalise,Joseph,,Steve Scalise,1965-10-06,59,55,M,,Republican,R,LA,House,rep,1.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-3015,,266 Cannon House Office Building Washington DC 20515-1801,266 Cannon House Office Building,https://scalise.house.gov,,http://scalise.house.gov/rss.xml,,,,,,0
S001145,400360,N00004724,['H8IL09067'],Jan Schakowsky,Janice Schakowsky,Janice,Schakowsky,D.,Jan,Janice D. Schakowsky,1944-05-26,80,76,F,,Democrat,D,IL,House,rep,9.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-2111,,2408 Rayburn House Office Building Washington DC 20515-1309,2408 Rayburn House Office Building,https://schakowsky.house.gov,,http://schakowsky.house.gov/index.php?format=feed&amp;type=rss,,,,,HSIF17; HSIF18; House Committee on Energy and Commerce,3
S001150,400361,N00009585,"['H0CA27085', 'S4CA00555']",Adam Schiff,Adam Schiff,Adam,Schiff,B.,,Adam B. Schiff,1960-06-22,64,60,M,,Democrat,D,CA,Senate,sen,,1.0,junior,2019-01-03,2025-01-03,2031-01-03,5,12.01,True,2031,False,True,False,current,202-224-3841,202-228-0026,112 Hart Senate Office Building Washington DC 20510,112 Hart Senate Office Building,https://www.schiff.senate.gov,,,,,,,"SSAF13; SSAF14; SSEV08; SSEV10; SSEV15; SSJU01; SSJU21; SSJU26; SSJU28; Senate Committee on Agriculture, Nutrition, and Forestry; Senate Committee on Environment and Public Works; Senate Committee on Small Business and Entrepreneurship; Senate Committee on the Judiciary",13
S000148,300087,N00001093,"['S8NY00082', 'H0NY16010']",Chuck Schumer,Charles Schumer,Charles,Schumer,E.,Chuck,Charles E. Schumer,1950-11-23,74,70,M,,Democrat,D,NY,Senate,sen,,3.0,senior,2017-01-03,2023-01-03,2029-01-03,2,12.01,True,2029,False,True,False,current,202-224-6542,,322 Hart Senate Office Building Washington DC 20510,322 Hart Senate Office Building,https://www.schumer.senate.gov,https://www.schumer.senate.gov/contact/email-chuck,,,,,,Senate Committee on Rules and Administration; Senate Select Committee on Intelligence,2
S001183,412399,N00006460,"['H4AZ06045', 'H8AZ05097']",David Schweikert,David Schweikert,David,Schweikert,,,David Schweikert,1962-03-03,62,58,M,,Republican,R,AZ,House,rep,1.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-2190,,166 Cannon House Office Building Washington DC 20515-0301,166 Cannon House Office Building,https://schweikert.house.gov,,http://schweikert.house.gov/rss/press-releases.xml,,,,,HSWM05; HSWM06; House Committee on Ways and Means; Joint Economic Committee,4
S001189,412417,N00032457,['H0GA08099'],Austin Scott (politician),Austin Scott,Austin,Scott,,,Austin Scott,1969-12-10,55,51,M,,Republican,R,GA,House,rep,8.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-6531,,2185 Rayburn House Office Building Washington DC 20515-1008,2185 Rayburn House Office Building,https://austinscott.house.gov,,http://austinscott.house.gov/index.php?format=feed&amp;type=rss,,,,,HLIG01; HLIG02; HLIG06; HSAG03; HSAG16; HSAG22; HSAS03; HSAS26; HSRU04; House Committee on Agriculture; House Committee on Armed Services; House Committee on Rules; House Permanent Select Committee on Intelligence,13
S001157,400363,N00024871,['H2GA13012'],David Scott (Georgia politician),David Scott,David,Scott,,,David Scott,1945-06-27,79,75,M,,Democrat,D,GA,House,rep,13.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-2939,,468 Cannon House Office Building Washington DC 20515-1013,468 Cannon House Office Building,https://davidscott.house.gov,,http://davidscott.house.gov/news/rss.aspx,,,,,HSAG16; HSAG22; HSBA16; HSBA20; House Committee on Agriculture; House Committee on Financial Services,6
S000185,400364,N00002147,['H6VA01117'],Bobby Scott (politician),Robert Scott,Robert,Scott,C.,Bobby,"Robert C. ""Bobby"" Scott",1947-04-30,77,73,M,,Democrat,D,VA,House,rep,3.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-8351,,2328 Rayburn House Office Building Washington DC 20515-4603,2328 Rayburn House Office Building,https://bobbyscott.house.gov,,http://www.house.gov/index.php?format=feed&amp;type=rss,,,,,House Committee on Education and Workforce; House Committee on the Budget,2
S001184,412471,N00031782,"['H0SC01279', 'S4SC00240']",Tim Scott,Tim Scott,Tim,Scott,,,Tim Scott,1965-09-19,59,55,M,,Republican,R,SC,Senate,sen,,3.0,junior,2017-01-03,2023-01-03,2029-01-03,2,12.01,True,2029,False,True,False,current,202-224-6121,,104 Hart Senate Office Building Washington DC 20510,104 Hart Senate Office Building,https://www.scott.senate.gov,https://www.scott.senate.gov/contact/email-me,http://www.scott.senate.gov/rss.xml,,,,,"SSBK04; SSBK05; SSBK08; SSBK09; SSBK12; SSBK13; SSFI10; SSFI12; SSFI13; SSHR09; SSHR11; Senate Committee on Banking, Housing, and Urban Affairs; Senate Committee on Finance; Senate Committee on Health, Education, Labor, and Pensions; Senate Committee on Small Business and Entrepreneurship",15
S001185,412396,N00030622,['H0AL07086'],Terri Sewell,Terri Sewell,Terri,Sewell,A.,,Terri A. Sewell,1965-01-01,59,55,F,,Democrat,D,AL,House,rep,7.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-2665,,1035 Longworth House Office Building Washington DC 20515-0107,1035 Longworth House Office Building,https://sewell.house.gov,,http://sewell.house.gov/rss.xml,,,,,HSHA08; HSWM01; HSWM04; HSWM06; House Committee on House Administration; House Committee on Ways and Means; Joint Committee on Printing,7
S000344,400371,N00006897,['H6CA24113'],Brad Sherman,Brad Sherman,Brad,Sherman,J.,,Brad Sherman,1954-10-24,70,66,M,,Democrat,D,CA,House,rep,32.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-5911,,2365 Rayburn House Office Building Washington DC 20515-0532,2365 Rayburn House Office Building,https://sherman.house.gov,,http://bradsherman.house.gov/press-releases-and-columns/rss.shtml,,,,,HSBA16; HSBA20; HSBA21; HSFA05; HSFA13; House Committee on Financial Services; House Committee on Foreign Affairs,7
S001148,400376,N00006263,['H8ID02064'],Mike Simpson,Michael Simpson,Michael,Simpson,K.,Mike,Michael K. Simpson,1950-09-08,74,70,M,,Republican,R,ID,House,rep,2.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-5531,,2084 Rayburn House Office Building Washington DC 20515-1202,2084 Rayburn House Office Building,https://simpson.house.gov,,http://simpson.house.gov/news/rss.aspx,,,,,HSAP06; HSAP07; HSAP10; House Committee on Appropriations,4
S000510,400379,N00007833,['H6WA09025'],Adam Smith (Washington politician),Adam Smith,Adam,Smith,,,Adam Smith,1965-06-15,59,55,M,,Democrat,D,WA,House,rep,9.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-8901,,2264 Rayburn House Office Building Washington DC 20515-4709,2264 Rayburn House Office Building,https://adamsmith.house.gov,,http://www.house.gov/news/rss.aspx,,,,,House Committee on Armed Services,1
S001172,412217,N00027623,['H6NE03115'],Adrian Smith (politician),Adrian Smith,Adrian,Smith,,,Adrian Smith,1970-12-19,54,50,M,,Republican,R,NE,House,rep,3.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-6435,,502 Cannon House Office Building Washington DC 20515-2703,502 Cannon House Office Building,https://adriansmith.house.gov,,http://adriansmith.house.gov/rss.xml,,,,,HSWM02; HSWM04; House Committee on Ways and Means; Joint Committee on Taxation,4
S000522,400380,N00009816,['H8NJ04014'],Chris Smith (New Jersey politician),Christopher Smith,Christopher,Smith,H.,Chris,Christopher H. Smith,1953-03-04,71,67,M,,Republican,R,NJ,House,rep,4.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-3765,202-225-7768,2373 Rayburn House Office Building Washington DC 20515-3004,2373 Rayburn House Office Building,https://chrissmith.house.gov,,http://chrissmith.house.gov/news/rss.aspx,,,,,HSFA07; HSFA16; House Committee on Foreign Affairs,3
S001156,400355,N00024870,['H2CA39078'],Linda Sánchez,Linda Sánchez,Linda,Sánchez,T.,,Linda T. Sánchez,1969-01-28,55,51,F,,Democrat,D,CA,House,rep,38.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-6676,,2309 Rayburn House Office Building Washington DC 20515-0538,2309 Rayburn House Office Building,https://lindasanchez.house.gov,,http://lindasanchez.house.gov/index.php?format=feed&amp;type=rss,,,,,HSWM02; HSWM04; House Committee on Ways and Means,3
T000193,400402,N00003288,['H4MS02068'],Bennie Thompson,Bennie Thompson,Bennie,Thompson,G.,,Bennie G. Thompson,1948-01-28,76,72,M,,Democrat,D,MS,House,rep,2.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-5876,,2466 Rayburn House Office Building Washington DC 20515-2402,2466 Rayburn House Office Building,https://benniethompson.house.gov,,http://benniethompson.house.gov/index.php?format=feed&amp;type=rss,,,,,House Committee on Homeland Security,1
T000460,400403,N00007419,['H8CA01109'],Mike Thompson (California politician),Mike Thompson,Mike,Thompson,Michael,,Mike Thompson,1951-01-24,73,69,M,,Democrat,D,CA,House,rep,4.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-3311,,268 Cannon House Office Building Washington DC 20515-0504,268 Cannon House Office Building,https://mikethompson.house.gov,,http://mikethompson.house.gov/news/rss.aspx,,,,,HSWM02; HSWM05; House Committee on Ways and Means,3
T000467,412317,N00029736,['H8PA05071'],Glenn Thompson (politician),Glenn Thompson,Glenn,Thompson,,,Glenn Thompson,1959-07-27,65,61,M,,Republican,R,PA,House,rep,15.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-5121,,400 Cannon House Office Building Washington DC 20515-3815,400 Cannon House Office Building,https://thompson.house.gov,,http://thompson.house.gov/rss.xml,,,,,HSED13; HSED14; House Committee on Agriculture; House Committee on Education and Workforce,4
T000250,400546,N00004572,"['S2SD00068', 'H6SD00085']",John Thune,John Thune,John,Thune,,,John Thune,1961-01-07,63,59,M,,Republican,R,SD,Senate,sen,,3.0,senior,2017-01-03,2023-01-03,2029-01-03,2,12.01,True,2029,False,True,False,current,202-224-2321,,511 Dirksen Senate Office Building Washington DC 20510,511 Dirksen Senate Office Building,https://www.thune.senate.gov,https://www.thune.senate.gov/public/index.cfm/contact,http://www.thune.senate.gov/public/index.cfm/rss/feed,,,,,"SSAF13; SSAF14; SSAF17; SSCM33; SSCM34; SSCM35; SSCM38; SSFI10; SSFI11; SSFI13; Senate Committee on Agriculture, Nutrition, and Forestry; Senate Committee on Commerce, Science, and Transportation; Senate Committee on Finance; Senate Select Committee on Intelligence",14
T000469,412319,N00030196,['H8NY21203'],Paul Tonko,Paul Tonko,Paul,Tonko,,,Paul Tonko,1949-06-18,75,71,M,,Democrat,D,NY,House,rep,20.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-5076,,2269 Rayburn House Office Building Washington DC 20515-3220,2269 Rayburn House Office Building,https://tonko.house.gov,,http://tonko.house.gov/rss/press-releases.xml,,,,,HSIF02; HSIF03; HSIF18; House Committee on Energy and Commerce; House Committee on the Budget,5
T000463,400411,N00025175,"['H2OH03067', 'H2OH03091']",Mike Turner,Michael Turner,Michael,Turner,R.,,Michael R. Turner,1960-01-11,64,60,M,,Republican,R,OH,House,rep,10.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-6465,,2183 Rayburn House Office Building Washington DC 20515-3510,2183 Rayburn House Office Building,https://turner.house.gov,,http://turner.house.gov/news/rss.aspx,,,,,HSAS25; HSAS29; HSGO06; House Committee on Armed Services; House Committee on Oversight and Government Reform,5
V000128,400415,N00013820,"['H2MD08126', 'S6MD03441']",Chris Van Hollen,Chris Van Hollen,Chris,Van Hollen,,,Chris Van Hollen,1959-01-10,65,61,M,,Democrat,D,MD,Senate,sen,,3.0,senior,2017-01-03,2023-01-03,2029-01-03,2,12.01,True,2029,False,True,False,current,202-224-4654,,730 Hart Senate Office Building Washington DC 20510,730 Hart Senate Office Building,https://www.vanhollen.senate.gov,https://www.vanhollen.senate.gov/contact/email,,,,,,"SSAP14; SSAP16; SSAP17; SSAP23; SSAP24; SSBK05; SSBK09; SSBK13; SSFR02; SSFR09; SSFR14; Senate Committee on Appropriations; Senate Committee on Banking, Housing, and Urban Affairs; Senate Committee on Foreign Relations; Senate Committee on the Budget",15
V000081,400416,N00001102,['H2NY00010'],Nydia Velázquez,Nydia Velázquez,Nydia,Velázquez,M.,,Nydia M. Velázquez,1953-03-28,71,67,F,,Democrat,D,NY,House,rep,7.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-2361,,2302 Rayburn House Office Building Washington DC 20515-3207,2302 Rayburn House Office Building,https://velazquez.house.gov,,,,,,,HSBA04; HSBA20; HSII06; HSII24; House Committee on Financial Services; House Committee on Natural Resources; House Committee on Small Business,7
W000798,412213,N00026368,['H4MI07103'],Tim Walberg,Tim Walberg,Tim,Walberg,,,Tim Walberg,1951-04-12,73,69,M,,Republican,R,MI,House,rep,5.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-6276,,2266 Rayburn House Office Building Washington DC 20515-2205,2266 Rayburn House Office Building,https://walberg.house.gov,,http://walberg.house.gov/news/rss.aspx,,,,,HSII13; HSII24; House Committee on Education and Workforce; House Committee on Natural Resources,4
W000797,400623,N00026106,['H4FL20023'],Debbie Wasserman Schultz,Debbie Wasserman Schultz,Debbie,Wasserman Schultz,,,Debbie Wasserman Schultz,1966-09-27,58,54,F,,Democrat,D,FL,House,rep,25.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-7931,,270 Cannon House Office Building Washington DC 20515-0925,270 Cannon House Office Building,https://wassermanschultz.house.gov,,http://wassermanschultz.house.gov/atom.xml,,,,,HSAP01; HSAP10; HSAP18; House Committee on Appropriations,4
W000187,400422,N00006690,['H4CA23011'],Maxine Waters,Maxine Waters,Maxine,Waters,,,Maxine Waters,1938-08-15,86,82,F,,Democrat,D,CA,House,rep,43.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-2201,,2221 Rayburn House Office Building Washington DC 20515-0543,2221 Rayburn House Office Building,https://waters.house.gov,,http://waters.house.gov/news/rss.aspx,,,,,House Committee on Financial Services,1
W000806,412410,N00026335,"['H0FL08208', 'S4FL00256']",Daniel Webster (Florida politician),Daniel Webster,Daniel,Webster,,,Daniel Webster,1949-04-27,75,71,M,,Republican,R,FL,House,rep,11.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-1002,,2184 Rayburn House Office Building Washington DC 20515-0911,2184 Rayburn House Office Building,https://webster.house.gov,,http://webster.house.gov/news/rss.aspx,,,,,"HSII06; HSII13; HSPW07; HSPW12; HSPW14; HSSY16; HSSY21; House Committee on Natural Resources; House Committee on Science, Space, and Technology; House Committee on Transportation and Infrastructure",10
W000800,412239,N00000515,"['H6VT00160', 'H8VT00034', 'S2VT00235']",Peter Welch,Peter Welch,Peter,Welch,,,Peter Welch,1947-05-02,77,73,M,,Democrat,D,VT,Senate,sen,,3.0,junior,2019-01-03,2023-01-03,2029-01-03,3,10.01,True,2029,False,True,False,current,202-224-4242,,115 Russell Senate Office Building Washington DC 20510,115 Russell Senate Office Building,https://www.welch.senate.gov,https://www.welch.senate.gov/email-peter/,,,,,,"SSAF14; SSAF15; SSAF17; SSFI10; SSFI12; SSJU01; SSJU21; SSJU25; SSJU26; Senate Committee on Agriculture, Nutrition, and Forestry; Senate Committee on Finance; Senate Committee on Rules and Administration; Senate Committee on the Judiciary",13
W000795,400433,N00024809,['H2SC02059'],Joe Wilson (American politician),Joe Wilson,Joe,Wilson,G.,,Joe Wilson,1947-07-31,77,73,M,,Republican,R,SC,House,rep,2.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-2452,,1436 Longworth House Office Building Washington DC 20515-4002,1436 Longworth House Office Building,https://joewilson.house.gov,,http://joewilson.house.gov/news/rss.aspx,,,,,HSAS03; HSAS29; HSED02; HSED13; HSFA13; HSFA14; House Committee on Armed Services; House Committee on Education and Workforce; House Committee on Foreign Affairs,9
W000808,412412,N00030650,['H0FL17068'],Frederica Wilson,Frederica Wilson,Frederica,Wilson,S.,,Frederica S. Wilson,1942-11-05,82,78,F,,Democrat,D,FL,House,rep,24.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-4506,,2080 Rayburn House Office Building Washington DC 20515-0924,2080 Rayburn House Office Building,https://wilson.house.gov,,http://wilson.house.gov/common/rss//index.cfm?rss=49,,,,,HSED13; HSED14; HSPW02; HSPW05; HSPW14; House Committee on Education and Workforce; House Committee on Transportation and Infrastructure,7
W000804,412255,N00029459,['H8VA01147'],Rob Wittman,Robert Wittman,Robert,Wittman,J.,,Robert J. Wittman,1959-02-03,65,61,M,,Republican,R,VA,House,rep,1.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-4261,,2055 Rayburn House Office Building Washington DC 20515-4601,2055 Rayburn House Office Building,https://wittman.house.gov,,http://www.wittman.house.gov/index.php?format=feed&amp;type=rss,,,,,HSAS25; HSAS28; HSII06; HSII13; House Committee on Armed Services; House Committee on Natural Resources; House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,7
W000809,412402,N00031857,['H0AR03055'],Steve Womack,Steve Womack,Steve,Womack,,,Steve Womack,1957-02-18,67,63,M,,Republican,R,AR,House,rep,3.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-4301,,2412 Rayburn House Office Building Washington DC 20515-0403,2412 Rayburn House Office Building,https://womack.house.gov,,http://womack.house.gov/news/rss.aspx,,,,,HSAP02; HSAP20; HSAP23; House Committee on Appropriations,4
W000779,300100,N00007724,"['S6OR00110', 'H0OR03026']",Ron Wyden,Ron Wyden,Ron,Wyden,,,Ron Wyden,1949-05-03,75,71,M,,Democrat,D,OR,Senate,sen,,3.0,senior,2017-01-03,2023-01-03,2029-01-03,2,12.01,True,2029,False,True,False,current,202-224-5244,,221 Dirksen Senate Office Building Washington DC 20510,221 Dirksen Senate Office Building,https://www.wyden.senate.gov,https://www.wyden.senate.gov/contact/,http://www.wyden.senate.gov/rss/feeds/?type=all&amp;,,,,,Joint Committee on Taxation; SSEG01; SSEG03; SSEG07; SSFI02; SSFI10; SSFI11; SSFI12; SSFI13; SSFI14; Senate Committee on Energy and Natural Resources; Senate Committee on Finance; Senate Committee on the Budget; Senate Select Committee on Intelligence,14
Y000064,412428,N00030670,"['H0IN09070', 'S6IN00191']",Todd Young,Todd Young,Todd,Young,C.,,Todd Young,1972-08-24,52,48,M,,Republican,R,IN,Senate,sen,,3.0,senior,2017-01-03,2023-01-03,2029-01-03,2,12.01,True,2029,False,True,False,current,202-224-5623,,185 Dirksen Senate Office Building Washington DC 20510,185 Dirksen Senate Office Building,https://www.young.senate.gov,https://www.young.senate.gov/contact,,,,,,"SSCM34; SSCM35; SSCM37; SSCM38; SSFI02; SSFI10; SSFI13; Senate Committee on Commerce, Science, and Transportation; Senate Committee on Finance; Senate Committee on Small Business and Entrepreneurship; Senate Select Committee on Intelligence",11
A000369,412500,N00031177,"['H2NV02395', 'H1NV02017', 'S0NV00237']",Mark Amodei,Mark Amodei,Mark,Amodei,E.,,Mark E. Amodei,1958-06-12,66,62,M,,Republican,R,NV,House,rep,2.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-6155,,104 Cannon House Office Building Washington DC 20515-2802,104 Cannon House Office Building,https://amodei.house.gov,,http://amodei.house.gov/common/rss//?rss=49,,,,,HSAP06; HSAP15; HSAP23; HSII10; HSII15; House Committee on Appropriations; House Committee on Natural Resources,7
B001278,412501,N00033474,['H2OR01133'],Suzanne Bonamici,Suzanne Bonamici,Suzanne,Bonamici,,,Suzanne Bonamici,1954-10-14,70,66,F,,Democrat,D,OR,House,rep,1.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-0855,,2231 Rayburn House Office Building Washington DC 20515-3701,2231 Rayburn House Office Building,https://bonamici.house.gov,,http://bonamici.house.gov/rss.xml,,,,,"HSED13; HSED14; HSSY18; HSSY21; House Committee on Education and Workforce; House Committee on Science, Space, and Technology",6
D000617,412505,N00030693,['H0WA08046'],Suzan DelBene,Suzan DelBene,Suzan,DelBene,K.,,Suzan K. DelBene,1962-02-17,62,58,F,,Democrat,D,WA,House,rep,1.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-6311,,2311 Rayburn House Office Building Washington DC 20515-4701,2311 Rayburn House Office Building,https://delbene.house.gov,,http://delbene.house.gov/rss.xml,,,,,HSWM04; HSWM05; HSWM06; House Committee on Ways and Means,4
M001184,412503,N00034041,['H2KY04121'],Thomas Massie,Thomas Massie,Thomas,Massie,,,Thomas Massie,1971-01-13,53,49,M,,Republican,R,KY,House,rep,4.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-3465,,2371 Rayburn House Office Building Washington DC 20515-1704,2371 Rayburn House Office Building,https://massie.house.gov,,http://massie.house.gov/rss.xml,,,,,HSJU03; HSJU10; HSPW02; HSPW05; HSPW12; House Committee on Transportation and Infrastructure; House Committee on the Judiciary,7
S001194,412507,N00028138,"['S4HI00136', 'H6HI02244']",Brian Schatz,Brian Schatz,Brian,Schatz,Emanuel,,Brian Schatz,1972-10-20,52,48,M,,Democrat,D,HI,Senate,sen,,3.0,senior,2017-01-03,2023-01-03,2029-01-03,2,12.01,True,2029,False,True,False,current,202-224-3934,,722 Hart Senate Office Building Washington DC 20510,722 Hart Senate Office Building,https://www.schatz.senate.gov,https://www.schatz.senate.gov/contact,,,,,,"SSAP02; SSAP16; SSAP18; SSAP19; SSAP20; SSAP24; SSCM34; SSCM35; SSCM36; SSCM38; SSFR01; SSFR02; SSFR15; Senate Committee on Appropriations; Senate Committee on Commerce, Science, and Transportation; Senate Committee on Foreign Relations; Senate Committee on Indian Affairs; Senate Select Committee on Ethics",18
F000454,412257,N00029139,"['H8IL14067', 'H2IL11124']",Bill Foster (politician),Bill Foster,Bill,Foster,,,Bill Foster,1955-10-07,69,65,M,,Democrat,D,IL,House,rep,11.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-3515,,2366 Rayburn House Office Building Washington DC 20515-1311,2366 Rayburn House Office Building,https://foster.house.gov,,http://foster.house.gov/rss.xml,,,,,"HSBA10; HSBA20; HSBA21; House Committee on Financial Services; House Committee on Science, Space, and Technology",5
T000468,412318,N00030191,['H8NV03036'],Dina Titus,Dina Titus,Dina,Titus,,,Dina Titus,1950-05-23,74,70,F,,Democrat,D,NV,House,rep,1.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-5965,,2370 Rayburn House Office Building Washington DC 20515-2801,2370 Rayburn House Office Building,https://titus.house.gov,,http://titus.house.gov/rss.xml,,,,,HSFA07; HSFA14; HSPW05; HSPW12; HSPW13; HSPW14; House Committee on Foreign Affairs; House Committee on Transportation and Infrastructure,8
C001095,412508,N00033363,"['H2AR04083', 'S4AR00103']",Tom Cotton,Tom Cotton,Tom,Cotton,,,Tom Cotton,1977-05-13,47,43,M,,Republican,R,AR,Senate,sen,,2.0,junior,2015-01-06,2021-01-03,2027-01-03,2,12.0,True,2027,False,True,False,current,202-224-2353,,326 Russell Senate Office Building Washington DC 20510,326 Russell Senate Office Building,https://www.cotton.senate.gov,https://www.cotton.senate.gov/contact/contact-tom,,,,,,Joint Economic Committee; SSAS14; SSAS16; SSAS20; SSAS21; SSEG01; SSEG03; Senate Committee on Armed Services; Senate Committee on Energy and Natural Resources; Senate Select Committee on Intelligence,10
H001068,412511,N00033030,['H2CA06259'],Jared Huffman,Jared Huffman,Jared,Huffman,,,Jared Huffman,1964-02-18,60,56,M,,Democrat,D,CA,House,rep,2.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-5161,,2330 Rayburn House Office Building Washington DC 20515-0502,2330 Rayburn House Office Building,https://huffman.house.gov,,http://huffman.house.gov/rss.xml,,,,,HSII06; HSPW02; HSPW12; House Committee on Natural Resources; House Committee on Transportation and Infrastructure,5
B001287,412512,N00030717,['H0CA03078'],Ami Bera,Ami Bera,Ami,Bera,,,Ami Bera,1965-03-02,59,55,M,,Democrat,D,CA,House,rep,6.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-5716,,172 Cannon House Office Building Washington DC 20515-0506,172 Cannon House Office Building,https://bera.house.gov,,http://bera.house.gov/rss.xml,,,,,HLIG02; HLIG06; HSFA05; HSFA19; House Committee on Foreign Affairs; House Permanent Select Committee on Intelligence,6
S001193,412514,N00033508,['H2CA15094'],Eric Swalwell,Eric Swalwell,Eric,Swalwell,,,Eric Swalwell,1980-11-16,44,40,M,,Democrat,D,CA,House,rep,14.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-5065,,174 Cannon House Office Building Washington DC 20515-0514,174 Cannon House Office Building,https://swalwell.house.gov,,,,,,,"HSHM08; HSJU03; HSJU08; House Committee on Homeland Security; House Committee on the Judiciary; House Select Subcommittee to Investigate the Remaining Questions Surrounding January 6, 2021",6
B001285,412516,N00034254,['H2CA00120'],Julia Brownley,Julia Brownley,Julia,Brownley,,,Julia Brownley,1952-08-28,72,68,F,,Democrat,D,CA,House,rep,26.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-5811,,2262 Rayburn House Office Building Washington DC 20515-0526,2262 Rayburn House Office Building,https://juliabrownley.house.gov,,http://juliabrownley.house.gov/rss.xml,,,,,HSII13; HSPW02; HSPW05; HSPW12; HSVR03; House Committee on Natural Resources; House Committee on Transportation and Infrastructure; House Committee on Veterans' Affairs,8
R000599,412519,N00033510,['H2CA36439'],Raul Ruiz (politician),Raul Ruiz,Raul,Ruiz,,,Raul Ruiz,1972-08-25,52,48,M,,Democrat,D,CA,House,rep,25.0,,,2019-01-03,2025-01-03,2027-01-03,4,8.01,True,2027,False,False,True,current,202-225-5330,,2342 Rayburn House Office Building Washington DC 20515-0525,2342 Rayburn House Office Building,https://ruiz.house.gov,,http://ruiz.house.gov/rss.xml,,,,,HSIF14; HSIF16; HSIF18; House Committee on Energy and Commerce,4
