committee,chamber,congress,year_start,year_end,full_name,first_name,last_name,party,state,role,Unnamed: 11,bioguide_id,match_method,Unnamed: 12
Foreign Relations,Senate,117,2021,2022,William Miller,William,Miller,Republican,TX,Member,,,no_match,
Foreign Relations,Senate,117,2021,2022,Richard Davis,Richard,Davis,Democrat,UT,Member,,,no_match,
Foreign Relations,Senate,117,2021,2022,Joseph Garcia,Joseph,Garcia,Republican,VT,Member,,,no_match,
Foreign Relations,Senate,117,2021,2022,Thomas Rodriguez,Thomas,Rodriguez,Democrat,VA,Member,,,no_match,
Foreign Relations,Senate,117,2021,2022,Charles Wilson,Charles,Wilson,Republican,WA,Member,,,no_match,
Foreign Relations,Senate,117,2021,2022,Christopher Martinez,Christopher,Martinez,Democrat,WV,Member,,,no_match,
Foreign Relations,Senate,117,2021,2022,Daniel Anderson,Daniel,Anderson,Republican,WI,Member,,,no_match,
Foreign Relations,Senate,117,2021,2022,Matthew Taylor,Matthew,Taylor,Democrat,WY,Member,,,no_match,
Foreign Relations,Senate,117,2021,2022,Anthony Thomas,Anthony,Thomas,Republican,AL,Member,,,no_match,
Foreign Relations,Senate,117,2021,2022,Mark Moore,Mark,Moore,Democrat,AK,Member,,,no_match,
Foreign Relations,Senate,117,2021,2022,Donald Jackson,Donald,Jackson,Republican,AZ,Member,,,no_match,
Foreign Relations,Senate,117,2021,2022,Steven Martin,Steven,Martin,Democrat,AR,Member,,,no_match,
Foreign Relations,Senate,117,2021,2022,Paul Lee,Paul,Lee,Republican,CA,Member,,L000551,last+state,
Foreign Relations,Senate,117,2021,2022,Andrew Thompson,Andrew,Thompson,Democrat,CO,Member,,,no_match,
Foreign Relations,Senate,117,2021,2022,Kenneth White,Kenneth,White,Republican,CT,Member,,,no_match,
Foreign Relations,Senate,118,2023,2024,Ben Cardin,Ben,Cardin,Democrat,WA,Chair,,,no_match,
Foreign Relations,Senate,118,2023,2024,Jim Risch,Jim,Risch,Republican,MN,Ranking Member,,,no_match,
Foreign Relations,Senate,118,2023,2024,John Smith,John,Smith,Democrat,PA,Member,,,no_match,
Foreign Relations,Senate,118,2023,2024,Michael Johnson,Michael,Johnson,Republican,RI,Member,,,no_match,
Foreign Relations,Senate,118,2023,2024,David Williams,David,Williams,Democrat,SC,Member,,,no_match,
Foreign Relations,Senate,118,2023,2024,Robert Brown,Robert,Brown,Republican,SD,Member,,,no_match,
Foreign Relations,Senate,118,2023,2024,James Jones,James,Jones,Democrat,TN,Member,,,no_match,
Foreign Relations,Senate,118,2023,2024,William Miller,William,Miller,Republican,TX,Member,,,no_match,
Foreign Relations,Senate,118,2023,2024,Richard Davis,Richard,Davis,Democrat,UT,Member,,,no_match,
Foreign Relations,Senate,118,2023,2024,Joseph Garcia,Joseph,Garcia,Republican,VT,Member,,,no_match,
Foreign Relations,Senate,118,2023,2024,Thomas Rodriguez,Thomas,Rodriguez,Democrat,VA,Member,,,no_match,
Foreign Relations,Senate,118,2023,2024,Charles Wilson,Charles,Wilson,Republican,WA,Member,,,no_match,
Foreign Relations,Senate,118,2023,2024,Christopher Martinez,Christopher,Martinez,Democrat,WV,Member,,,no_match,
Foreign Relations,Senate,118,2023,2024,Daniel Anderson,Daniel,Anderson,Republican,WI,Member,,,no_match,
Foreign Relations,Senate,118,2023,2024,Matthew Taylor,Matthew,Taylor,Democrat,WY,Member,,,no_match,
Foreign Relations,Senate,118,2023,2024,Anthony Thomas,Anthony,Thomas,Republican,AL,Member,,,no_match,
Foreign Relations,Senate,118,2023,2024,Mark Moore,Mark,Moore,Democrat,AK,Member,,,no_match,
Foreign Relations,Senate,118,2023,2024,Donald Jackson,Donald,Jackson,Republican,AZ,Member,,,no_match,
Foreign Relations,Senate,118,2023,2024,Steven Martin,Steven,Martin,Democrat,AR,Member,,,no_match,
Foreign Relations,Senate,118,2023,2024,Paul Lee,Paul,Lee,Republican,CA,Member,,L000551,last+state,
Foreign Relations,Senate,118,2023,2024,Andrew Thompson,Andrew,Thompson,Democrat,CO,Member,,,no_match,
Foreign Relations,Senate,118,2023,2024,Kenneth White,Kenneth,White,Republican,CT,Member,,,no_match,
Health  Education Labor and Pensions,Senate,115,2017,2018,Lamar Alexander,Lamar,Alexander,Republican,AR,Chair,,A000360,full_name_only,
Health  Education Labor and Pensions,Senate,115,2017,2018,Patty Murray,Patty,Murray,Democrat,MS,Ranking Member,,M001111,full_name_only,
Health  Education Labor and Pensions,Senate,115,2017,2018,John Smith,John,Smith,Republican,KY,Member,,,no_match,
Health  Education Labor and Pensions,Senate,115,2017,2018,Michael Johnson,Michael,Johnson,Democrat,LA,Member,,J000299,last+state,
Health  Education Labor and Pensions,Senate,115,2017,2018,David Williams,David,Williams,Republican,ME,Member,,,no_match,
Health  Education Labor and Pensions,Senate,115,2017,2018,Robert Brown,Robert,Brown,Democrat,MD,Member,,B001304,last+state,
Health  Education Labor and Pensions,Senate,115,2017,2018,James Jones,James,Jones,Republican,MA,Member,,,no_match,
Health  Education Labor and Pensions,Senate,115,2017,2018,William Miller,William,Miller,Democrat,MI,Member,,,no_match,
Health  Education Labor and Pensions,Senate,115,2017,2018,Richard Davis,Richard,Davis,Republican,MN,Member,,,no_match,
Health  Education Labor and Pensions,Senate,115,2017,2018,Joseph Garcia,Joseph,Garcia,Democrat,MS,Member,,,no_match,
Health  Education Labor and Pensions,Senate,115,2017,2018,Thomas Rodriguez,Thomas,Rodriguez,Republican,MO,Member,,,no_match,
Health  Education Labor and Pensions,Senate,115,2017,2018,Charles Wilson,Charles,Wilson,Democrat,MT,Member,,,no_match,
Health  Education Labor and Pensions,Senate,115,2017,2018,Christopher Martinez,Christopher,Martinez,Republican,NE,Member,,,no_match,
Health  Education Labor and Pensions,Senate,115,2017,2018,Daniel Anderson,Daniel,Anderson,Democrat,NV,Member,,,no_match,
Health  Education Labor and Pensions,Senate,115,2017,2018,Matthew Taylor,Matthew,Taylor,Republican,NH,Member,,,no_match,
Health  Education Labor and Pensions,Senate,115,2017,2018,Anthony Thomas,Anthony,Thomas,Democrat,NJ,Member,,,no_match,
Health  Education Labor and Pensions,Senate,115,2017,2018,Mark Moore,Mark,Moore,Republican,NM,Member,,,no_match,
Health  Education Labor and Pensions,Senate,115,2017,2018,Donald Jackson,Donald,Jackson,Democrat,NY,Member,,,no_match,
Health  Education Labor and Pensions,Senate,115,2017,2018,Steven Martin,Steven,Martin,Republican,NC,Member,,,no_match,
Health  Education Labor and Pensions,Senate,115,2017,2018,Paul Lee,Paul,Lee,Democrat,ND,Member,,,no_match,
Health  Education Labor and Pensions,Senate,115,2017,2018,Andrew Thompson,Andrew,Thompson,Republican,OH,Member,,,no_match,
Health  Education Labor and Pensions,Senate,115,2017,2018,Kenneth White,Kenneth,White,Democrat,OK,Member,,,no_match,
Health  Education Labor and Pensions,Senate,115,2017,2018,George Harris,George,Harris,Republican,OR,Member,,,no_match,
Health  Education Labor and Pensions,Senate,116,2019,2020,Lamar Alexander,Lamar,Alexander,Republican,AR,Chair,,A000360,full_name_only,
Health  Education Labor and Pensions,Senate,116,2019,2020,Patty Murray,Patty,Murray,Democrat,MS,Ranking Member,,M001111,full_name_only,
Health  Education Labor and Pensions,Senate,116,2019,2020,John Smith,John,Smith,Republican,KY,Member,,,no_match,
Health  Education Labor and Pensions,Senate,116,2019,2020,Michael Johnson,Michael,Johnson,Democrat,LA,Member,,J000299,last+state,
Health  Education Labor and Pensions,Senate,116,2019,2020,David Williams,David,Williams,Republican,ME,Member,,,no_match,
Health  Education Labor and Pensions,Senate,116,2019,2020,Robert Brown,Robert,Brown,Democrat,MD,Member,,B001304,last+state,
Health  Education Labor and Pensions,Senate,116,2019,2020,James Jones,James,Jones,Republican,MA,Member,,,no_match,
Health  Education Labor and Pensions,Senate,116,2019,2020,William Miller,William,Miller,Democrat,MI,Member,,,no_match,
Health  Education Labor and Pensions,Senate,116,2019,2020,Richard Davis,Richard,Davis,Republican,MN,Member,,,no_match,
Health  Education Labor and Pensions,Senate,116,2019,2020,Joseph Garcia,Joseph,Garcia,Democrat,MS,Member,,,no_match,
Health  Education Labor and Pensions,Senate,116,2019,2020,Thomas Rodriguez,Thomas,Rodriguez,Republican,MO,Member,,,no_match,
Health  Education Labor and Pensions,Senate,116,2019,2020,Charles Wilson,Charles,Wilson,Democrat,MT,Member,,,no_match,
Health  Education Labor and Pensions,Senate,116,2019,2020,Christopher Martinez,Christopher,Martinez,Republican,NE,Member,,,no_match,
Health  Education Labor and Pensions,Senate,116,2019,2020,Daniel Anderson,Daniel,Anderson,Democrat,NV,Member,,,no_match,
Health  Education Labor and Pensions,Senate,116,2019,2020,Matthew Taylor,Matthew,Taylor,Republican,NH,Member,,,no_match,
Health  Education Labor and Pensions,Senate,116,2019,2020,Anthony Thomas,Anthony,Thomas,Democrat,NJ,Member,,,no_match,
Health  Education Labor and Pensions,Senate,116,2019,2020,Mark Moore,Mark,Moore,Republican,NM,Member,,,no_match,
Health  Education Labor and Pensions,Senate,116,2019,2020,Donald Jackson,Donald,Jackson,Democrat,NY,Member,,,no_match,
Health  Education Labor and Pensions,Senate,116,2019,2020,Steven Martin,Steven,Martin,Republican,NC,Member,,,no_match,
Health  Education Labor and Pensions,Senate,116,2019,2020,Paul Lee,Paul,Lee,Democrat,ND,Member,,,no_match,
Health  Education Labor and Pensions,Senate,116,2019,2020,Andrew Thompson,Andrew,Thompson,Republican,OH,Member,,,no_match,
Health  Education Labor and Pensions,Senate,116,2019,2020,Kenneth White,Kenneth,White,Democrat,OK,Member,,,no_match,
Health  Education Labor and Pensions,Senate,116,2019,2020,George Harris,George,Harris,Republican,OR,Member,,,no_match,
Health  Education Labor and Pensions,Senate,117,2021,2022,Patty Murray,Patty,Murray,Democrat,MS,Chair,,M001111,full_name_only,
Health  Education Labor and Pensions,Senate,117,2021,2022,Richard Burr,Richard,Burr,Republican,TN,Ranking Member,,B001135,full_name_only,
Health  Education Labor and Pensions,Senate,117,2021,2022,John Smith,John,Smith,Democrat,KY,Member,,,no_match,
Health  Education Labor and Pensions,Senate,117,2021,2022,Michael Johnson,Michael,Johnson,Republican,LA,Member,,J000299,last+state,
Health  Education Labor and Pensions,Senate,117,2021,2022,David Williams,David,Williams,Democrat,ME,Member,,,no_match,
Health  Education Labor and Pensions,Senate,117,2021,2022,Robert Brown,Robert,Brown,Republican,MD,Member,,B001304,last+state,
Health  Education Labor and Pensions,Senate,117,2021,2022,James Jones,James,Jones,Democrat,MA,Member,,,no_match,
Health  Education Labor and Pensions,Senate,117,2021,2022,William Miller,William,Miller,Republican,MI,Member,,,no_match,
Health  Education Labor and Pensions,Senate,117,2021,2022,Richard Davis,Richard,Davis,Democrat,MN,Member,,,no_match,
Health  Education Labor and Pensions,Senate,117,2021,2022,Joseph Garcia,Joseph,Garcia,Republican,MS,Member,,,no_match,
Health  Education Labor and Pensions,Senate,117,2021,2022,Thomas Rodriguez,Thomas,Rodriguez,Democrat,MO,Member,,,no_match,
Health  Education Labor and Pensions,Senate,117,2021,2022,Charles Wilson,Charles,Wilson,Republican,MT,Member,,,no_match,
Health  Education Labor and Pensions,Senate,117,2021,2022,Christopher Martinez,Christopher,Martinez,Democrat,NE,Member,,,no_match,
Health  Education Labor and Pensions,Senate,117,2021,2022,Daniel Anderson,Daniel,Anderson,Republican,NV,Member,,,no_match,
Health  Education Labor and Pensions,Senate,117,2021,2022,Matthew Taylor,Matthew,Taylor,Democrat,NH,Member,,,no_match,
Health  Education Labor and Pensions,Senate,117,2021,2022,Anthony Thomas,Anthony,Thomas,Republican,NJ,Member,,,no_match,
Health  Education Labor and Pensions,Senate,117,2021,2022,Mark Moore,Mark,Moore,Democrat,NM,Member,,,no_match,
Health  Education Labor and Pensions,Senate,117,2021,2022,Donald Jackson,Donald,Jackson,Republican,NY,Member,,,no_match,
Health  Education Labor and Pensions,Senate,117,2021,2022,Steven Martin,Steven,Martin,Democrat,NC,Member,,,no_match,
Health  Education Labor and Pensions,Senate,117,2021,2022,Paul Lee,Paul,Lee,Republican,ND,Member,,,no_match,
Health  Education Labor and Pensions,Senate,117,2021,2022,Andrew Thompson,Andrew,Thompson,Democrat,OH,Member,,,no_match,
Health  Education Labor and Pensions,Senate,117,2021,2022,Kenneth White,Kenneth,White,Republican,OK,Member,,,no_match,
Health  Education Labor and Pensions,Senate,117,2021,2022,George Harris,George,Harris,Democrat,OR,Member,,,no_match,
Health  Education Labor and Pensions,Senate,118,2023,2024,Bernie Sanders,Bernie,Sanders,Independent,LA,Chair,,,no_match,
Health  Education Labor and Pensions,Senate,118,2023,2024,Bill Cassidy,Bill,Cassidy,Republican,SD,Ranking Member,,C001075,full_name_only,
Health  Education Labor and Pensions,Senate,118,2023,2024,John Smith,John,Smith,Democrat,KY,Member,,,no_match,
Health  Education Labor and Pensions,Senate,118,2023,2024,Michael Johnson,Michael,Johnson,Republican,LA,Member,,J000299,last+state,
Health  Education Labor and Pensions,Senate,118,2023,2024,David Williams,David,Williams,Democrat,ME,Member,,,no_match,
Health  Education Labor and Pensions,Senate,118,2023,2024,Robert Brown,Robert,Brown,Republican,MD,Member,,B001304,last+state,
Health  Education Labor and Pensions,Senate,118,2023,2024,James Jones,James,Jones,Democrat,MA,Member,,,no_match,
Health  Education Labor and Pensions,Senate,118,2023,2024,William Miller,William,Miller,Republican,MI,Member,,,no_match,
Health  Education Labor and Pensions,Senate,118,2023,2024,Richard Davis,Richard,Davis,Democrat,MN,Member,,,no_match,
Health  Education Labor and Pensions,Senate,118,2023,2024,Joseph Garcia,Joseph,Garcia,Republican,MS,Member,,,no_match,
Health  Education Labor and Pensions,Senate,118,2023,2024,Thomas Rodriguez,Thomas,Rodriguez,Democrat,MO,Member,,,no_match,
Health  Education Labor and Pensions,Senate,118,2023,2024,Charles Wilson,Charles,Wilson,Republican,MT,Member,,,no_match,
Health  Education Labor and Pensions,Senate,118,2023,2024,Christopher Martinez,Christopher,Martinez,Democrat,NE,Member,,,no_match,
Health  Education Labor and Pensions,Senate,118,2023,2024,Daniel Anderson,Daniel,Anderson,Republican,NV,Member,,,no_match,
Health  Education Labor and Pensions,Senate,118,2023,2024,Matthew Taylor,Matthew,Taylor,Democrat,NH,Member,,,no_match,
Health  Education Labor and Pensions,Senate,118,2023,2024,Anthony Thomas,Anthony,Thomas,Republican,NJ,Member,,,no_match,
Health  Education Labor and Pensions,Senate,118,2023,2024,Mark Moore,Mark,Moore,Democrat,NM,Member,,,no_match,
Health  Education Labor and Pensions,Senate,118,2023,2024,Donald Jackson,Donald,Jackson,Republican,NY,Member,,,no_match,
Health  Education Labor and Pensions,Senate,118,2023,2024,Steven Martin,Steven,Martin,Democrat,NC,Member,,,no_match,
Health  Education Labor and Pensions,Senate,118,2023,2024,Paul Lee,Paul,Lee,Republican,ND,Member,,,no_match,
Health  Education Labor and Pensions,Senate,118,2023,2024,Andrew Thompson,Andrew,Thompson,Democrat,OH,Member,,,no_match,
Health  Education Labor and Pensions,Senate,118,2023,2024,Kenneth White,Kenneth,White,Republican,OK,Member,,,no_match,
Health  Education Labor and Pensions,Senate,118,2023,2024,George Harris,George,Harris,Democrat,OR,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,115,2017,2018,Ron Johnson,Ron,Johnson,Republican,HI,Chair,,J000293,full_name_only,
Homeland Security and Governmental Affairs,Senate,115,2017,2018,Claire McCaskill,Claire,McCaskill,Democrat,LA,Ranking Member,,M001170,full_name_only,
Homeland Security and Governmental Affairs,Senate,115,2017,2018,John Smith,John,Smith,Republican,CT,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,115,2017,2018,Michael Johnson,Michael,Johnson,Democrat,DE,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,115,2017,2018,David Williams,David,Williams,Republican,FL,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,115,2017,2018,Robert Brown,Robert,Brown,Democrat,GA,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,115,2017,2018,James Jones,James,Jones,Republican,HI,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,115,2017,2018,William Miller,William,Miller,Democrat,ID,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,115,2017,2018,Richard Davis,Richard,Davis,Republican,IL,Member,,D000096,last+state,
Homeland Security and Governmental Affairs,Senate,115,2017,2018,Joseph Garcia,Joseph,Garcia,Democrat,IN,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,115,2017,2018,Thomas Rodriguez,Thomas,Rodriguez,Republican,IA,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,115,2017,2018,Charles Wilson,Charles,Wilson,Democrat,KS,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,115,2017,2018,Christopher Martinez,Christopher,Martinez,Republican,KY,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,115,2017,2018,Daniel Anderson,Daniel,Anderson,Democrat,LA,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,115,2017,2018,Matthew Taylor,Matthew,Taylor,Republican,ME,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,116,2019,2020,Ron Johnson,Ron,Johnson,Republican,HI,Chair,,J000293,full_name_only,
Homeland Security and Governmental Affairs,Senate,116,2019,2020,Gary Peters,Gary,Peters,Democrat,ID,Ranking Member,,P000595,no_middle_only,
Homeland Security and Governmental Affairs,Senate,116,2019,2020,John Smith,John,Smith,Republican,CT,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,116,2019,2020,Michael Johnson,Michael,Johnson,Democrat,DE,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,116,2019,2020,David Williams,David,Williams,Republican,FL,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,116,2019,2020,Robert Brown,Robert,Brown,Democrat,GA,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,116,2019,2020,James Jones,James,Jones,Republican,HI,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,116,2019,2020,William Miller,William,Miller,Democrat,ID,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,116,2019,2020,Richard Davis,Richard,Davis,Republican,IL,Member,,D000096,last+state,
Homeland Security and Governmental Affairs,Senate,116,2019,2020,Joseph Garcia,Joseph,Garcia,Democrat,IN,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,116,2019,2020,Thomas Rodriguez,Thomas,Rodriguez,Republican,IA,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,116,2019,2020,Charles Wilson,Charles,Wilson,Democrat,KS,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,116,2019,2020,Christopher Martinez,Christopher,Martinez,Republican,KY,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,116,2019,2020,Daniel Anderson,Daniel,Anderson,Democrat,LA,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,116,2019,2020,Matthew Taylor,Matthew,Taylor,Republican,ME,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,117,2021,2022,Gary Peters,Gary,Peters,Democrat,ID,Chair,,P000595,no_middle_only,
Homeland Security and Governmental Affairs,Senate,117,2021,2022,Rob Portman,Rob,Portman,Republican,NJ,Ranking Member,,P000449,full_name_only,
Homeland Security and Governmental Affairs,Senate,117,2021,2022,John Smith,John,Smith,Democrat,CT,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,117,2021,2022,Michael Johnson,Michael,Johnson,Republican,DE,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,117,2021,2022,David Williams,David,Williams,Democrat,FL,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,117,2021,2022,Robert Brown,Robert,Brown,Republican,GA,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,117,2021,2022,James Jones,James,Jones,Democrat,HI,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,117,2021,2022,William Miller,William,Miller,Republican,ID,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,117,2021,2022,Richard Davis,Richard,Davis,Democrat,IL,Member,,D000096,last+state,
Homeland Security and Governmental Affairs,Senate,117,2021,2022,Joseph Garcia,Joseph,Garcia,Republican,IN,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,117,2021,2022,Thomas Rodriguez,Thomas,Rodriguez,Democrat,IA,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,117,2021,2022,Charles Wilson,Charles,Wilson,Republican,KS,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,117,2021,2022,Christopher Martinez,Christopher,Martinez,Democrat,KY,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,117,2021,2022,Daniel Anderson,Daniel,Anderson,Republican,LA,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,117,2021,2022,Matthew Taylor,Matthew,Taylor,Democrat,ME,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,118,2023,2024,Gary Peters,Gary,Peters,Democrat,ID,Chair,,P000595,no_middle_only,
Homeland Security and Governmental Affairs,Senate,118,2023,2024,Rand Paul,Rand,Paul,Republican,MA,Ranking Member,,P000603,full_name_only,
Homeland Security and Governmental Affairs,Senate,118,2023,2024,John Smith,John,Smith,Democrat,CT,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,118,2023,2024,Michael Johnson,Michael,Johnson,Republican,DE,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,118,2023,2024,David Williams,David,Williams,Democrat,FL,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,118,2023,2024,Robert Brown,Robert,Brown,Republican,GA,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,118,2023,2024,James Jones,James,Jones,Democrat,HI,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,118,2023,2024,William Miller,William,Miller,Republican,ID,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,118,2023,2024,Richard Davis,Richard,Davis,Democrat,IL,Member,,D000096,last+state,
Homeland Security and Governmental Affairs,Senate,118,2023,2024,Joseph Garcia,Joseph,Garcia,Republican,IN,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,118,2023,2024,Thomas Rodriguez,Thomas,Rodriguez,Democrat,IA,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,118,2023,2024,Charles Wilson,Charles,Wilson,Republican,KS,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,118,2023,2024,Christopher Martinez,Christopher,Martinez,Democrat,KY,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,118,2023,2024,Daniel Anderson,Daniel,Anderson,Republican,LA,Member,,,no_match,
Homeland Security and Governmental Affairs,Senate,118,2023,2024,Matthew Taylor,Matthew,Taylor,Democrat,ME,Member,,,no_match,
Judiciary,Senate,115,2017,2018,Chuck Grassley,Chuck,Grassley,Republican,OK,Chair,,G000386,full_name_only,
Judiciary,Senate,115,2017,2018,Dianne Feinstein,Dianne,Feinstein,Democrat,HI,Ranking Member,,F000062,full_name_only,
Judiciary,Senate,115,2017,2018,John Smith,John,Smith,Republican,CO,Member,,,no_match,
Judiciary,Senate,115,2017,2018,Michael Johnson,Michael,Johnson,Democrat,CT,Member,,,no_match,
Judiciary,Senate,115,2017,2018,David Williams,David,Williams,Republican,DE,Member,,,no_match,
Judiciary,Senate,115,2017,2018,Robert Brown,Robert,Brown,Democrat,FL,Member,,,no_match,
Judiciary,Senate,115,2017,2018,James Jones,James,Jones,Republican,GA,Member,,,no_match,
Judiciary,Senate,115,2017,2018,William Miller,William,Miller,Democrat,HI,Member,,,no_match,
Judiciary,Senate,115,2017,2018,Richard Davis,Richard,Davis,Republican,ID,Member,,,no_match,
Judiciary,Senate,115,2017,2018,Joseph Garcia,Joseph,Garcia,Democrat,IL,Member,,,no_match,
Judiciary,Senate,115,2017,2018,Thomas Rodriguez,Thomas,Rodriguez,Republican,IN,Member,,,no_match,
Judiciary,Senate,115,2017,2018,Charles Wilson,Charles,Wilson,Democrat,IA,Member,,,no_match,
Judiciary,Senate,115,2017,2018,Christopher Martinez,Christopher,Martinez,Republican,KS,Member,,,no_match,
Judiciary,Senate,115,2017,2018,Daniel Anderson,Daniel,Anderson,Democrat,KY,Member,,,no_match,
Judiciary,Senate,115,2017,2018,Matthew Taylor,Matthew,Taylor,Republican,LA,Member,,,no_match,
Judiciary,Senate,115,2017,2018,Anthony Thomas,Anthony,Thomas,Democrat,ME,Member,,,no_match,
Judiciary,Senate,115,2017,2018,Mark Moore,Mark,Moore,Republican,MD,Member,,,no_match,
Judiciary,Senate,115,2017,2018,Donald Jackson,Donald,Jackson,Democrat,MA,Member,,,no_match,
Judiciary,Senate,115,2017,2018,Steven Martin,Steven,Martin,Republican,MI,Member,,,no_match,
Judiciary,Senate,115,2017,2018,Paul Lee,Paul,Lee,Democrat,MN,Member,,,no_match,
Judiciary,Senate,115,2017,2018,Andrew Thompson,Andrew,Thompson,Republican,MS,Member,,,no_match,
Judiciary,Senate,115,2017,2018,Kenneth White,Kenneth,White,Democrat,MO,Member,,,no_match,
Judiciary,Senate,116,2019,2020,Lindsey Graham,Lindsey,Graham,Republican,LA,Chair,,G000359,full_name_only,
Judiciary,Senate,116,2019,2020,Dianne Feinstein,Dianne,Feinstein,Democrat,HI,Ranking Member,,F000062,full_name_only,
Judiciary,Senate,116,2019,2020,John Smith,John,Smith,Republican,CO,Member,,,no_match,
Judiciary,Senate,116,2019,2020,Michael Johnson,Michael,Johnson,Democrat,CT,Member,,,no_match,
Judiciary,Senate,116,2019,2020,David Williams,David,Williams,Republican,DE,Member,,,no_match,
Judiciary,Senate,116,2019,2020,Robert Brown,Robert,Brown,Democrat,FL,Member,,,no_match,
Judiciary,Senate,116,2019,2020,James Jones,James,Jones,Republican,GA,Member,,,no_match,
Judiciary,Senate,116,2019,2020,William Miller,William,Miller,Democrat,HI,Member,,,no_match,
Judiciary,Senate,116,2019,2020,Richard Davis,Richard,Davis,Republican,ID,Member,,,no_match,
Judiciary,Senate,116,2019,2020,Joseph Garcia,Joseph,Garcia,Democrat,IL,Member,,,no_match,
Judiciary,Senate,116,2019,2020,Thomas Rodriguez,Thomas,Rodriguez,Republican,IN,Member,,,no_match,
Judiciary,Senate,116,2019,2020,Charles Wilson,Charles,Wilson,Democrat,IA,Member,,,no_match,
Judiciary,Senate,116,2019,2020,Christopher Martinez,Christopher,Martinez,Republican,KS,Member,,,no_match,
Judiciary,Senate,116,2019,2020,Daniel Anderson,Daniel,Anderson,Democrat,KY,Member,,,no_match,
Judiciary,Senate,116,2019,2020,Matthew Taylor,Matthew,Taylor,Republican,LA,Member,,,no_match,
Judiciary,Senate,116,2019,2020,Anthony Thomas,Anthony,Thomas,Democrat,ME,Member,,,no_match,
Judiciary,Senate,116,2019,2020,Mark Moore,Mark,Moore,Republican,MD,Member,,,no_match,
Judiciary,Senate,116,2019,2020,Donald Jackson,Donald,Jackson,Democrat,MA,Member,,,no_match,
Judiciary,Senate,116,2019,2020,Steven Martin,Steven,Martin,Republican,MI,Member,,,no_match,
Judiciary,Senate,116,2019,2020,Paul Lee,Paul,Lee,Democrat,MN,Member,,,no_match,
Judiciary,Senate,116,2019,2020,Andrew Thompson,Andrew,Thompson,Republican,MS,Member,,,no_match,
Judiciary,Senate,116,2019,2020,Kenneth White,Kenneth,White,Democrat,MO,Member,,,no_match,
Judiciary,Senate,117,2021,2022,Dick Durbin,Dick,Durbin,Democrat,AZ,Chair,,,no_match,
Judiciary,Senate,117,2021,2022,Chuck Grassley,Chuck,Grassley,Republican,OK,Ranking Member,,G000386,full_name_only,
Judiciary,Senate,117,2021,2022,John Smith,John,Smith,Democrat,CO,Member,,,no_match,
Judiciary,Senate,117,2021,2022,Michael Johnson,Michael,Johnson,Republican,CT,Member,,,no_match,
Judiciary,Senate,117,2021,2022,David Williams,David,Williams,Democrat,DE,Member,,,no_match,
