committee;chamber;congress;year_start;year_end;full_name;first_name;last_name;party;state;role;
Transportation and Infrastructure;House;115;2017;2018;Elizabeth Martinez;Elizabeth;Martinez;Democrat;ME;Member;
Transportation and Infrastructure;House;115;2017;2018;Richard Hernandez;Richard;Hernandez;Republican;MD;Member;
Transportation and Infrastructure;House;115;2017;2018;Barbara Lopez;Barbara;Lopez;Democrat;MA;Member;
Transportation and Infrastructure;House;115;2017;2018;Joseph Gonzalez;Joseph;Gonzalez;Republican;MI;Member;
Transportation and Infrastructure;House;115;2017;2018;Susan Wilson;Susan;Wilson;Democrat;MN;Member;
Transportation and Infrastructure;House;115;2017;2018;Thomas Anderson;Thomas;Anderson;Republican;MS;Member;
Transportation and Infrastructure;House;115;2017;2018;Jessica Thomas;Jessica;Thomas;Democrat;MO;Member;
Transportation and Infrastructure;House;115;2017;2018;Charles Taylor;Charles;Taylor;Republican;MT;Member;
Transportation and Infrastructure;House;115;2017;2018;Sarah Moore;Sarah;Moore;Democrat;NE;Member;
Transportation and Infrastructure;House;115;2017;2018;Christopher Jackson;Christopher;Jackson;Republican;NV;Member;
Transportation and Infrastructure;House;115;2017;2018;Karen Martin;Karen;Martin;Democrat;NH;Member;
Transportation and Infrastructure;House;115;2017;2018;Daniel Lee;Daniel;Lee;Republican;NJ;Member;
Transportation and Infrastructure;House;115;2017;2018;Nancy Thompson;Nancy;Thompson;Democrat;NM;Member;
Transportation and Infrastructure;House;115;2017;2018;Matthew White;Matthew;White;Republican;NY;Member;
Transportation and Infrastructure;House;115;2017;2018;Lisa Harris;Lisa;Harris;Democrat;NC;Member;
Transportation and Infrastructure;House;115;2017;2018;Anthony Sanchez;Anthony;Sanchez;Republican;ND;Member;
Transportation and Infrastructure;House;115;2017;2018;Betty Clark;Betty;Clark;Democrat;OH;Member;
Transportation and Infrastructure;House;115;2017;2018;Mark Ramirez;Mark;Ramirez;Republican;OK;Member;
Transportation and Infrastructure;House;115;2017;2018;Margaret Lewis;Margaret;Lewis;Democrat;OR;Member;
Transportation and Infrastructure;House;115;2017;2018;Donald Robinson;Donald;Robinson;Republican;PA;Member;
Transportation and Infrastructure;House;115;2017;2018;Sandra Walker;Sandra;Walker;Democrat;RI;Member;
Transportation and Infrastructure;House;115;2017;2018;Steven Young;Steven;Young;Republican;SC;Member;
Transportation and Infrastructure;House;115;2017;2018;Ashley Allen;Ashley;Allen;Democrat;SD;Member;
Transportation and Infrastructure;House;115;2017;2018;Paul King;Paul;King;Republican;TN;Member;
Transportation and Infrastructure;House;115;2017;2018;Kimberly Wright;Kimberly;Wright;Democrat;TX;Member;
Transportation and Infrastructure;House;115;2017;2018;Andrew Scott;Andrew;Scott;Republican;UT;Member;
Transportation and Infrastructure;House;115;2017;2018;Emily Torres;Emily;Torres;Democrat;VT;Member;
Transportation and Infrastructure;House;115;2017;2018;Joshua Nguyen;Joshua;Nguyen;Republican;VA;Member;
Transportation and Infrastructure;House;115;2017;2018;Donna Hill;Donna;Hill;Democrat;WA;Member;
Transportation and Infrastructure;House;115;2017;2018;Kenneth Flores;Kenneth;Flores;Republican;WV;Member;
Transportation and Infrastructure;House;115;2017;2018;Michelle Green;Michelle;Green;Democrat;WI;Member;
Transportation and Infrastructure;House;115;2017;2018;Kevin Adams;Kevin;Adams;Republican;WY;Member;
Transportation and Infrastructure;House;115;2017;2018;Dorothy Nelson;Dorothy;Nelson;Democrat;AL;Member;
Transportation and Infrastructure;House;115;2017;2018;Brian Baker;Brian;Baker;Republican;AK;Member;
Transportation and Infrastructure;House;115;2017;2018;Carol Hall;Carol;Hall;Democrat;AZ;Member;
Transportation and Infrastructure;House;115;2017;2018;George Rivera;George;Rivera;Republican;AR;Member;
Transportation and Infrastructure;House;115;2017;2018;Amanda Campbell;Amanda;Campbell;Democrat;CA;Member;
Transportation and Infrastructure;House;115;2017;2018;Edward Mitchell;Edward;Mitchell;Republican;CO;Member;
Transportation and Infrastructure;House;115;2017;2018;Melissa Carter;Melissa;Carter;Democrat;CT;Member;
Transportation and Infrastructure;House;115;2017;2018;Ronald Roberts;Ronald;Roberts;Republican;DE;Member;
Transportation and Infrastructure;House;115;2017;2018;Deborah Gomez;Deborah;Gomez;Democrat;FL;Member;
Transportation and Infrastructure;House;115;2017;2018;Timothy Phillips;Timothy;Phillips;Republican;GA;Member;
Transportation and Infrastructure;House;115;2017;2018;Stephanie Evans;Stephanie;Evans;Democrat;HI;Member;
Transportation and Infrastructure;House;115;2017;2018;Jason Turner;Jason;Turner;Republican;ID;Member;
Transportation and Infrastructure;House;115;2017;2018;Rebecca Diaz;Rebecca;Diaz;Democrat;IL;Member;
Transportation and Infrastructure;House;115;2017;2018;Jeffrey Parker;Jeffrey;Parker;Republican;IN;Member;
Transportation and Infrastructure;House;115;2017;2018;Sharon Cruz;Sharon;Cruz;Democrat;IA;Member;
Transportation and Infrastructure;House;115;2017;2018;Ryan Edwards;Ryan;Edwards;Republican;KS;Member;
Transportation and Infrastructure;House;115;2017;2018;Laura Collins;Laura;Collins;Democrat;KY;Member;
Transportation and Infrastructure;House;116;2019;2020;John Smith;John;Smith;Democrat;GA;Member;
Transportation and Infrastructure;House;116;2019;2020;Mary Johnson;Mary;Johnson;Republican;HI;Member;
Transportation and Infrastructure;House;116;2019;2020;Michael Williams;Michael;Williams;Democrat;ID;Member;
Transportation and Infrastructure;House;116;2019;2020;Patricia Brown;Patricia;Brown;Republican;IL;Member;
Transportation and Infrastructure;House;116;2019;2020;Robert Jones;Robert;Jones;Democrat;IN;Member;
Transportation and Infrastructure;House;116;2019;2020;Jennifer Garcia;Jennifer;Garcia;Republican;IA;Member;
Transportation and Infrastructure;House;116;2019;2020;William Miller;William;Miller;Democrat;KS;Member;
Transportation and Infrastructure;House;116;2019;2020;Linda Davis;Linda;Davis;Republican;KY;Member;
Transportation and Infrastructure;House;116;2019;2020;David Rodriguez;David;Rodriguez;Democrat;LA;Member;
Transportation and Infrastructure;House;116;2019;2020;Elizabeth Martinez;Elizabeth;Martinez;Republican;ME;Member;
Transportation and Infrastructure;House;116;2019;2020;Richard Hernandez;Richard;Hernandez;Democrat;MD;Member;
Transportation and Infrastructure;House;116;2019;2020;Barbara Lopez;Barbara;Lopez;Republican;MA;Member;
Transportation and Infrastructure;House;116;2019;2020;Joseph Gonzalez;Joseph;Gonzalez;Democrat;MI;Member;
Transportation and Infrastructure;House;116;2019;2020;Susan Wilson;Susan;Wilson;Republican;MN;Member;
Transportation and Infrastructure;House;116;2019;2020;Thomas Anderson;Thomas;Anderson;Democrat;MS;Member;
Transportation and Infrastructure;House;116;2019;2020;Jessica Thomas;Jessica;Thomas;Republican;MO;Member;
Transportation and Infrastructure;House;116;2019;2020;Charles Taylor;Charles;Taylor;Democrat;MT;Member;
Transportation and Infrastructure;House;116;2019;2020;Sarah Moore;Sarah;Moore;Republican;NE;Member;
Transportation and Infrastructure;House;116;2019;2020;Christopher Jackson;Christopher;Jackson;Democrat;NV;Member;
Transportation and Infrastructure;House;116;2019;2020;Karen Martin;Karen;Martin;Republican;NH;Member;
Transportation and Infrastructure;House;116;2019;2020;Daniel Lee;Daniel;Lee;Democrat;NJ;Member;
Transportation and Infrastructure;House;116;2019;2020;Nancy Thompson;Nancy;Thompson;Republican;NM;Member;
Transportation and Infrastructure;House;116;2019;2020;Matthew White;Matthew;White;Democrat;NY;Member;
Transportation and Infrastructure;House;116;2019;2020;Lisa Harris;Lisa;Harris;Republican;NC;Member;
Transportation and Infrastructure;House;116;2019;2020;Anthony Sanchez;Anthony;Sanchez;Democrat;ND;Member;
Transportation and Infrastructure;House;116;2019;2020;Betty Clark;Betty;Clark;Republican;OH;Member;
Transportation and Infrastructure;House;116;2019;2020;Mark Ramirez;Mark;Ramirez;Democrat;OK;Member;
Transportation and Infrastructure;House;116;2019;2020;Margaret Lewis;Margaret;Lewis;Republican;OR;Member;
Transportation and Infrastructure;House;116;2019;2020;Donald Robinson;Donald;Robinson;Democrat;PA;Member;
Transportation and Infrastructure;House;116;2019;2020;Sandra Walker;Sandra;Walker;Republican;RI;Member;
Transportation and Infrastructure;House;116;2019;2020;Steven Young;Steven;Young;Democrat;SC;Member;
Transportation and Infrastructure;House;116;2019;2020;Ashley Allen;Ashley;Allen;Republican;SD;Member;
Transportation and Infrastructure;House;116;2019;2020;Paul King;Paul;King;Democrat;TN;Member;
Transportation and Infrastructure;House;116;2019;2020;Kimberly Wright;Kimberly;Wright;Republican;TX;Member;
Transportation and Infrastructure;House;116;2019;2020;Andrew Scott;Andrew;Scott;Democrat;UT;Member;
Transportation and Infrastructure;House;116;2019;2020;Emily Torres;Emily;Torres;Republican;VT;Member;
Transportation and Infrastructure;House;116;2019;2020;Joshua Nguyen;Joshua;Nguyen;Democrat;VA;Member;
Transportation and Infrastructure;House;116;2019;2020;Donna Hill;Donna;Hill;Republican;WA;Member;
Transportation and Infrastructure;House;116;2019;2020;Kenneth Flores;Kenneth;Flores;Democrat;WV;Member;
Transportation and Infrastructure;House;116;2019;2020;Michelle Green;Michelle;Green;Republican;WI;Member;
Transportation and Infrastructure;House;116;2019;2020;Kevin Adams;Kevin;Adams;Democrat;WY;Member;
Transportation and Infrastructure;House;116;2019;2020;Dorothy Nelson;Dorothy;Nelson;Republican;AL;Member;
Transportation and Infrastructure;House;116;2019;2020;Brian Baker;Brian;Baker;Democrat;AK;Member;
Transportation and Infrastructure;House;116;2019;2020;Carol Hall;Carol;Hall;Republican;AZ;Member;
Transportation and Infrastructure;House;116;2019;2020;George Rivera;George;Rivera;Democrat;AR;Member;
Transportation and Infrastructure;House;116;2019;2020;Amanda Campbell;Amanda;Campbell;Republican;CA;Member;
Transportation and Infrastructure;House;116;2019;2020;Edward Mitchell;Edward;Mitchell;Democrat;CO;Member;
Transportation and Infrastructure;House;116;2019;2020;Melissa Carter;Melissa;Carter;Republican;CT;Member;
Transportation and Infrastructure;House;116;2019;2020;Ronald Roberts;Ronald;Roberts;Democrat;DE;Member;
Transportation and Infrastructure;House;116;2019;2020;Deborah Gomez;Deborah;Gomez;Republican;FL;Member;
Transportation and Infrastructure;House;116;2019;2020;Timothy Phillips;Timothy;Phillips;Democrat;GA;Member;
Transportation and Infrastructure;House;116;2019;2020;Stephanie Evans;Stephanie;Evans;Republican;HI;Member;
Transportation and Infrastructure;House;116;2019;2020;Jason Turner;Jason;Turner;Democrat;ID;Member;
Transportation and Infrastructure;House;116;2019;2020;Rebecca Diaz;Rebecca;Diaz;Republican;IL;Member;
Transportation and Infrastructure;House;116;2019;2020;Jeffrey Parker;Jeffrey;Parker;Democrat;IN;Member;
Transportation and Infrastructure;House;116;2019;2020;Sharon Cruz;Sharon;Cruz;Republican;IA;Member;
Transportation and Infrastructure;House;116;2019;2020;Ryan Edwards;Ryan;Edwards;Democrat;KS;Member;
Transportation and Infrastructure;House;116;2019;2020;Laura Collins;Laura;Collins;Republican;KY;Member;
Transportation and Infrastructure;House;117;2021;2022;John Smith;John;Smith;Democrat;GA;Member;
Transportation and Infrastructure;House;117;2021;2022;Mary Johnson;Mary;Johnson;Republican;HI;Member;
Transportation and Infrastructure;House;117;2021;2022;Michael Williams;Michael;Williams;Democrat;ID;Member;
Transportation and Infrastructure;House;117;2021;2022;Patricia Brown;Patricia;Brown;Republican;IL;Member;
Transportation and Infrastructure;House;117;2021;2022;Robert Jones;Robert;Jones;Democrat;IN;Member;
Transportation and Infrastructure;House;117;2021;2022;Jennifer Garcia;Jennifer;Garcia;Republican;IA;Member;
Transportation and Infrastructure;House;117;2021;2022;William Miller;William;Miller;Democrat;KS;Member;
Transportation and Infrastructure;House;117;2021;2022;Linda Davis;Linda;Davis;Republican;KY;Member;
Transportation and Infrastructure;House;117;2021;2022;David Rodriguez;David;Rodriguez;Democrat;LA;Member;
Transportation and Infrastructure;House;117;2021;2022;Elizabeth Martinez;Elizabeth;Martinez;Republican;ME;Member;
Transportation and Infrastructure;House;117;2021;2022;Richard Hernandez;Richard;Hernandez;Democrat;MD;Member;
Transportation and Infrastructure;House;117;2021;2022;Barbara Lopez;Barbara;Lopez;Republican;MA;Member;
Transportation and Infrastructure;House;117;2021;2022;Joseph Gonzalez;Joseph;Gonzalez;Democrat;MI;Member;
Transportation and Infrastructure;House;117;2021;2022;Susan Wilson;Susan;Wilson;Republican;MN;Member;
Transportation and Infrastructure;House;117;2021;2022;Thomas Anderson;Thomas;Anderson;Democrat;MS;Member;
Transportation and Infrastructure;House;117;2021;2022;Jessica Thomas;Jessica;Thomas;Republican;MO;Member;
Transportation and Infrastructure;House;117;2021;2022;Charles Taylor;Charles;Taylor;Democrat;MT;Member;
Transportation and Infrastructure;House;117;2021;2022;Sarah Moore;Sarah;Moore;Republican;NE;Member;
Transportation and Infrastructure;House;117;2021;2022;Christopher Jackson;Christopher;Jackson;Democrat;NV;Member;
Transportation and Infrastructure;House;117;2021;2022;Karen Martin;Karen;Martin;Republican;NH;Member;
Transportation and Infrastructure;House;117;2021;2022;Daniel Lee;Daniel;Lee;Democrat;NJ;Member;
Transportation and Infrastructure;House;117;2021;2022;Nancy Thompson;Nancy;Thompson;Republican;NM;Member;
Transportation and Infrastructure;House;117;2021;2022;Matthew White;Matthew;White;Democrat;NY;Member;
Transportation and Infrastructure;House;117;2021;2022;Lisa Harris;Lisa;Harris;Republican;NC;Member;
Transportation and Infrastructure;House;117;2021;2022;Anthony Sanchez;Anthony;Sanchez;Democrat;ND;Member;
Transportation and Infrastructure;House;117;2021;2022;Betty Clark;Betty;Clark;Republican;OH;Member;
Transportation and Infrastructure;House;117;2021;2022;Mark Ramirez;Mark;Ramirez;Democrat;OK;Member;
Transportation and Infrastructure;House;117;2021;2022;Margaret Lewis;Margaret;Lewis;Republican;OR;Member;
Transportation and Infrastructure;House;117;2021;2022;Donald Robinson;Donald;Robinson;Democrat;PA;Member;
Transportation and Infrastructure;House;117;2021;2022;Sandra Walker;Sandra;Walker;Republican;RI;Member;
Transportation and Infrastructure;House;117;2021;2022;Steven Young;Steven;Young;Democrat;SC;Member;
Transportation and Infrastructure;House;117;2021;2022;Ashley Allen;Ashley;Allen;Republican;SD;Member;
Transportation and Infrastructure;House;117;2021;2022;Paul King;Paul;King;Democrat;TN;Member;
Transportation and Infrastructure;House;117;2021;2022;Kimberly Wright;Kimberly;Wright;Republican;TX;Member;
Transportation and Infrastructure;House;117;2021;2022;Andrew Scott;Andrew;Scott;Democrat;UT;Member;
Transportation and Infrastructure;House;117;2021;2022;Emily Torres;Emily;Torres;Republican;VT;Member;
Transportation and Infrastructure;House;117;2021;2022;Joshua Nguyen;Joshua;Nguyen;Democrat;VA;Member;
Transportation and Infrastructure;House;117;2021;2022;Donna Hill;Donna;Hill;Republican;WA;Member;
Transportation and Infrastructure;House;117;2021;2022;Kenneth Flores;Kenneth;Flores;Democrat;WV;Member;
Transportation and Infrastructure;House;117;2021;2022;Michelle Green;Michelle;Green;Republican;WI;Member;
Transportation and Infrastructure;House;117;2021;2022;Kevin Adams;Kevin;Adams;Democrat;WY;Member;
Transportation and Infrastructure;House;117;2021;2022;Dorothy Nelson;Dorothy;Nelson;Republican;AL;Member;
Transportation and Infrastructure;House;117;2021;2022;Brian Baker;Brian;Baker;Democrat;AK;Member;
Transportation and Infrastructure;House;117;2021;2022;Carol Hall;Carol;Hall;Republican;AZ;Member;
Transportation and Infrastructure;House;117;2021;2022;George Rivera;George;Rivera;Democrat;AR;Member;
Transportation and Infrastructure;House;117;2021;2022;Amanda Campbell;Amanda;Campbell;Republican;CA;Member;
Transportation and Infrastructure;House;117;2021;2022;Edward Mitchell;Edward;Mitchell;Democrat;CO;Member;
Transportation and Infrastructure;House;117;2021;2022;Melissa Carter;Melissa;Carter;Republican;CT;Member;
Transportation and Infrastructure;House;117;2021;2022;Ronald Roberts;Ronald;Roberts;Democrat;DE;Member;
Transportation and Infrastructure;House;117;2021;2022;Deborah Gomez;Deborah;Gomez;Republican;FL;Member;
Transportation and Infrastructure;House;117;2021;2022;Timothy Phillips;Timothy;Phillips;Democrat;GA;Member;
Transportation and Infrastructure;House;117;2021;2022;Stephanie Evans;Stephanie;Evans;Republican;HI;Member;
Transportation and Infrastructure;House;117;2021;2022;Jason Turner;Jason;Turner;Democrat;ID;Member;
Transportation and Infrastructure;House;117;2021;2022;Rebecca Diaz;Rebecca;Diaz;Republican;IL;Member;
Transportation and Infrastructure;House;117;2021;2022;Jeffrey Parker;Jeffrey;Parker;Democrat;IN;Member;
Transportation and Infrastructure;House;117;2021;2022;Sharon Cruz;Sharon;Cruz;Republican;IA;Member;
Transportation and Infrastructure;House;117;2021;2022;Ryan Edwards;Ryan;Edwards;Democrat;KS;Member;
Transportation and Infrastructure;House;117;2021;2022;Laura Collins;Laura;Collins;Republican;KY;Member;
Transportation and Infrastructure;House;118;2023;2024;John Smith;John;Smith;Republican;GA;Member;
Transportation and Infrastructure;House;118;2023;2024;Mary Johnson;Mary;Johnson;Democrat;HI;Member;
Transportation and Infrastructure;House;118;2023;2024;Michael Williams;Michael;Williams;Republican;ID;Member;
Transportation and Infrastructure;House;118;2023;2024;Patricia Brown;Patricia;Brown;Democrat;IL;Member;
Transportation and Infrastructure;House;118;2023;2024;Robert Jones;Robert;Jones;Republican;IN;Member;
Transportation and Infrastructure;House;118;2023;2024;Jennifer Garcia;Jennifer;Garcia;Democrat;IA;Member;
Transportation and Infrastructure;House;118;2023;2024;William Miller;William;Miller;Republican;KS;Member;
Transportation and Infrastructure;House;118;2023;2024;Linda Davis;Linda;Davis;Democrat;KY;Member;
Transportation and Infrastructure;House;118;2023;2024;David Rodriguez;David;Rodriguez;Republican;LA;Member;
Transportation and Infrastructure;House;118;2023;2024;Elizabeth Martinez;Elizabeth;Martinez;Democrat;ME;Member;
Transportation and Infrastructure;House;118;2023;2024;Richard Hernandez;Richard;Hernandez;Republican;MD;Member;
Transportation and Infrastructure;House;118;2023;2024;Barbara Lopez;Barbara;Lopez;Democrat;MA;Member;
Transportation and Infrastructure;House;118;2023;2024;Joseph Gonzalez;Joseph;Gonzalez;Republican;MI;Member;
Transportation and Infrastructure;House;118;2023;2024;Susan Wilson;Susan;Wilson;Democrat;MN;Member;
Transportation and Infrastructure;House;118;2023;2024;Thomas Anderson;Thomas;Anderson;Republican;MS;Member;
Transportation and Infrastructure;House;118;2023;2024;Jessica Thomas;Jessica;Thomas;Democrat;MO;Member;
Transportation and Infrastructure;House;118;2023;2024;Charles Taylor;Charles;Taylor;Republican;MT;Member;
Transportation and Infrastructure;House;118;2023;2024;Sarah Moore;Sarah;Moore;Democrat;NE;Member;
Transportation and Infrastructure;House;118;2023;2024;Christopher Jackson;Christopher;Jackson;Republican;NV;Member;
Transportation and Infrastructure;House;118;2023;2024;Karen Martin;Karen;Martin;Democrat;NH;Member;
Transportation and Infrastructure;House;118;2023;2024;Daniel Lee;Daniel;Lee;Republican;NJ;Member;
Transportation and Infrastructure;House;118;2023;2024;Nancy Thompson;Nancy;Thompson;Democrat;NM;Member;
Transportation and Infrastructure;House;118;2023;2024;Matthew White;Matthew;White;Republican;NY;Member;
Transportation and Infrastructure;House;118;2023;2024;Lisa Harris;Lisa;Harris;Democrat;NC;Member;
Transportation and Infrastructure;House;118;2023;2024;Anthony Sanchez;Anthony;Sanchez;Republican;ND;Member;
Transportation and Infrastructure;House;118;2023;2024;Betty Clark;Betty;Clark;Democrat;OH;Member;
Transportation and Infrastructure;House;118;2023;2024;Mark Ramirez;Mark;Ramirez;Republican;OK;Member;
Transportation and Infrastructure;House;118;2023;2024;Margaret Lewis;Margaret;Lewis;Democrat;OR;Member;
Transportation and Infrastructure;House;118;2023;2024;Donald Robinson;Donald;Robinson;Republican;PA;Member;
Transportation and Infrastructure;House;118;2023;2024;Sandra Walker;Sandra;Walker;Democrat;RI;Member;
Transportation and Infrastructure;House;118;2023;2024;Steven Young;Steven;Young;Republican;SC;Member;
Transportation and Infrastructure;House;118;2023;2024;Ashley Allen;Ashley;Allen;Democrat;SD;Member;
Transportation and Infrastructure;House;118;2023;2024;Paul King;Paul;King;Republican;TN;Member;
Transportation and Infrastructure;House;118;2023;2024;Kimberly Wright;Kimberly;Wright;Democrat;TX;Member;
Transportation and Infrastructure;House;118;2023;2024;Andrew Scott;Andrew;Scott;Republican;UT;Member;
Transportation and Infrastructure;House;118;2023;2024;Emily Torres;Emily;Torres;Democrat;VT;Member;
Transportation and Infrastructure;House;118;2023;2024;Joshua Nguyen;Joshua;Nguyen;Republican;VA;Member;
Transportation and Infrastructure;House;118;2023;2024;Donna Hill;Donna;Hill;Democrat;WA;Member;
Transportation and Infrastructure;House;118;2023;2024;Kenneth Flores;Kenneth;Flores;Republican;WV;Member;
Transportation and Infrastructure;House;118;2023;2024;Michelle Green;Michelle;Green;Democrat;WI;Member;
Transportation and Infrastructure;House;118;2023;2024;Kevin Adams;Kevin;Adams;Republican;WY;Member;
Transportation and Infrastructure;House;118;2023;2024;Dorothy Nelson;Dorothy;Nelson;Democrat;AL;Member;
Transportation and Infrastructure;House;118;2023;2024;Brian Baker;Brian;Baker;Republican;AK;Member;
Transportation and Infrastructure;House;118;2023;2024;Carol Hall;Carol;Hall;Democrat;AZ;Member;
Transportation and Infrastructure;House;118;2023;2024;George Rivera;George;Rivera;Republican;AR;Member;
Transportation and Infrastructure;House;118;2023;2024;Amanda Campbell;Amanda;Campbell;Democrat;CA;Member;
Transportation and Infrastructure;House;118;2023;2024;Edward Mitchell;Edward;Mitchell;Republican;CO;Member;
Transportation and Infrastructure;House;118;2023;2024;Melissa Carter;Melissa;Carter;Democrat;CT;Member;
Transportation and Infrastructure;House;118;2023;2024;Ronald Roberts;Ronald;Roberts;Republican;DE;Member;
Transportation and Infrastructure;House;118;2023;2024;Deborah Gomez;Deborah;Gomez;Democrat;FL;Member;
Transportation and Infrastructure;House;118;2023;2024;Timothy Phillips;Timothy;Phillips;Republican;GA;Member;
Transportation and Infrastructure;House;118;2023;2024;Stephanie Evans;Stephanie;Evans;Democrat;HI;Member;
Transportation and Infrastructure;House;118;2023;2024;Jason Turner;Jason;Turner;Republican;ID;Member;
Transportation and Infrastructure;House;118;2023;2024;Rebecca Diaz;Rebecca;Diaz;Democrat;IL;Member;
Transportation and Infrastructure;House;118;2023;2024;Jeffrey Parker;Jeffrey;Parker;Republican;IN;Member;
Transportation and Infrastructure;House;118;2023;2024;Sharon Cruz;Sharon;Cruz;Democrat;IA;Member;
Transportation and Infrastructure;House;118;2023;2024;Ryan Edwards;Ryan;Edwards;Republican;KS;Member;
Transportation and Infrastructure;House;118;2023;2024;Laura Collins;Laura;Collins;Democrat;KY;Member;
Natural Resources;House;115;2017;2018;John Smith;John;Smith;Republican;WV;Member;
Natural Resources;House;115;2017;2018;Mary Johnson;Mary;Johnson;Democrat;WI;Member;
Natural Resources;House;115;2017;2018;Michael Williams;Michael;Williams;Republican;WY;Member;
Natural Resources;House;115;2017;2018;Patricia Brown;Patricia;Brown;Democrat;AL;Member;
Natural Resources;House;115;2017;2018;Robert Jones;Robert;Jones;Republican;AK;Member;
Natural Resources;House;115;2017;2018;Jennifer Garcia;Jennifer;Garcia;Democrat;AZ;Member;
Natural Resources;House;115;2017;2018;William Miller;William;Miller;Republican;AR;Member;
Natural Resources;House;115;2017;2018;Linda Davis;Linda;Davis;Democrat;CA;Member;
Natural Resources;House;115;2017;2018;David Rodriguez;David;Rodriguez;Republican;CO;Member;
Natural Resources;House;115;2017;2018;Elizabeth Martinez;Elizabeth;Martinez;Democrat;CT;Member;
Natural Resources;House;115;2017;2018;Richard Hernandez;Richard;Hernandez;Republican;DE;Member;
Natural Resources;House;115;2017;2018;Barbara Lopez;Barbara;Lopez;Democrat;FL;Member;
Natural Resources;House;115;2017;2018;Joseph Gonzalez;Joseph;Gonzalez;Republican;GA;Member;
Natural Resources;House;115;2017;2018;Susan Wilson;Susan;Wilson;Democrat;HI;Member;
Natural Resources;House;115;2017;2018;Thomas Anderson;Thomas;Anderson;Republican;ID;Member;
Natural Resources;House;115;2017;2018;Jessica Thomas;Jessica;Thomas;Democrat;IL;Member;
Natural Resources;House;115;2017;2018;Charles Taylor;Charles;Taylor;Republican;IN;Member;
Natural Resources;House;115;2017;2018;Sarah Moore;Sarah;Moore;Democrat;IA;Member;
Natural Resources;House;115;2017;2018;Christopher Jackson;Christopher;Jackson;Republican;KS;Member;
Natural Resources;House;115;2017;2018;Karen Martin;Karen;Martin;Democrat;KY;Member;
Natural Resources;House;115;2017;2018;Daniel Lee;Daniel;Lee;Republican;LA;Member;
Natural Resources;House;115;2017;2018;Nancy Thompson;Nancy;Thompson;Democrat;ME;Member;
Natural Resources;House;115;2017;2018;Matthew White;Matthew;White;Republican;MD;Member;
Natural Resources;House;115;2017;2018;Lisa Harris;Lisa;Harris;Democrat;MA;Member;
Natural Resources;House;115;2017;2018;Anthony Sanchez;Anthony;Sanchez;Republican;MI;Member;
Natural Resources;House;115;2017;2018;Betty Clark;Betty;Clark;Democrat;MN;Member;
Natural Resources;House;115;2017;2018;Mark Ramirez;Mark;Ramirez;Republican;MS;Member;
Natural Resources;House;115;2017;2018;Margaret Lewis;Margaret;Lewis;Democrat;MO;Member;
Natural Resources;House;115;2017;2018;Donald Robinson;Donald;Robinson;Republican;MT;Member;
Natural Resources;House;115;2017;2018;Sandra Walker;Sandra;Walker;Democrat;NE;Member;
Natural Resources;House;115;2017;2018;Steven Young;Steven;Young;Republican;NV;Member;
Natural Resources;House;115;2017;2018;Ashley Allen;Ashley;Allen;Democrat;NH;Member;
Natural Resources;House;115;2017;2018;Paul King;Paul;King;Republican;NJ;Member;
Natural Resources;House;115;2017;2018;Kimberly Wright;Kimberly;Wright;Democrat;NM;Member;
Natural Resources;House;115;2017;2018;Andrew Scott;Andrew;Scott;Republican;NY;Member;
Natural Resources;House;115;2017;2018;Emily Torres;Emily;Torres;Democrat;NC;Member;
Natural Resources;House;115;2017;2018;Joshua Nguyen;Joshua;Nguyen;Republican;ND;Member;
Natural Resources;House;115;2017;2018;Donna Hill;Donna;Hill;Democrat;OH;Member;
Natural Resources;House;115;2017;2018;Kenneth Flores;Kenneth;Flores;Republican;OK;Member;
Natural Resources;House;115;2017;2018;Michelle Green;Michelle;Green;Democrat;OR;Member;
Natural Resources;House;115;2017;2018;Kevin Adams;Kevin;Adams;Republican;PA;Member;
Natural Resources;House;115;2017;2018;Dorothy Nelson;Dorothy;Nelson;Democrat;RI;Member;
Natural Resources;House;115;2017;2018;Brian Baker;Brian;Baker;Republican;SC;Member;
Natural Resources;House;116;2019;2020;John Smith;John;Smith;Democrat;WV;Member;
Natural Resources;House;116;2019;2020;Mary Johnson;Mary;Johnson;Republican;WI;Member;
Natural Resources;House;116;2019;2020;Michael Williams;Michael;Williams;Democrat;WY;Member;
Natural Resources;House;116;2019;2020;Patricia Brown;Patricia;Brown;Republican;AL;Member;
Natural Resources;House;116;2019;2020;Robert Jones;Robert;Jones;Democrat;AK;Member;
Natural Resources;House;116;2019;2020;Jennifer Garcia;Jennifer;Garcia;Republican;AZ;Member;
Natural Resources;House;116;2019;2020;William Miller;William;Miller;Democrat;AR;Member;
Natural Resources;House;116;2019;2020;Linda Davis;Linda;Davis;Republican;CA;Member;
Natural Resources;House;116;2019;2020;David Rodriguez;David;Rodriguez;Democrat;CO;Member;
Natural Resources;House;116;2019;2020;Elizabeth Martinez;Elizabeth;Martinez;Republican;CT;Member;
Natural Resources;House;116;2019;2020;Richard Hernandez;Richard;Hernandez;Democrat;DE;Member;
Natural Resources;House;116;2019;2020;Barbara Lopez;Barbara;Lopez;Republican;FL;Member;
Natural Resources;House;116;2019;2020;Joseph Gonzalez;Joseph;Gonzalez;Democrat;GA;Member;
Natural Resources;House;116;2019;2020;Susan Wilson;Susan;Wilson;Republican;HI;Member;
